Stock,EventD,EventT,OptionEX,C/P,Strike,Size,OPrice,Direction,Condition,Seq,LegSeq,MillionD,StockV,MarketCapB,ER_Date,ER_A/B,Height,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MaxSize,Index,OIa,OIChange
FB,180719,155055,180921,P,175.0,500,1.200,Buy100%  ,Spread              ,187240036,187240025,0.06,208.09,588.9,20180725,amc,84.0,0.38,205.0,84.0,99.0,500,FB_180719_155055_B,5319,-390.0
FTI,180719,105257,180720,C,32.0,3000,0.110,Sell86%  ,Spread              ,45627932,45627934,0.03,30.1,14.0,,,106.0,0.09,33.0,106.0,110.0,3000,FTI_180719_105257_B,11863,-2881.0
FTI,180719,105257,180817,C,33.0,1500,0.590,Buy60%   ,Spread              ,45627934,45627932,0.09,30.1,14.0,,,110.0,0.09,33.0,106.0,110.0,3000,FTI_180719_105257_A,7075,5213.0
FTI,180719,111335,180817,C,33.0,368,0.590,Sell20%  ,Spread              ,54641157,54641157,0.02,30.1,14.0,,,110.0,0.02,33.0,106.0,110.0,736,FTI_180719_111335_A,7075,5213.0
FTI,180719,111335,180720,C,32.0,736,0.110,Sell86%  ,Spread              ,54641155,54641155,0.01,30.1,14.0,,,106.0,0.02,33.0,106.0,110.0,736,FTI_180719_111335_C,11863,-2881.0
FTI,180719,113105,180720,C,32.0,736,0.110,Sell40%  ,Spread              ,54641155,54641157,0.01,30.1,14.0,,,106.0,0.02,33.0,106.0,110.0,736,FTI_180719_113105_D,11863,-2881.0
FTI,180719,115240,180817,C,33.0,673,0.590,Buy60%   ,Spread              ,70275336,70275334,0.04,30.1,14.0,,,110.0,0.04,33.0,106.0,110.0,673,FTI_180719_115240_A,7075,5213.0
FTI,180719,115240,180720,C,32.0,368,0.110,Sell40%  ,Spread              ,70275334,70275336,0.00,30.1,14.0,,,106.0,0.04,33.0,106.0,110.0,673,FTI_180719_115240_B,11863,-2881.0
FTI,180719,120749,180817,C,33.0,368,0.590,Buy60%   ,Spread              ,54641157,54641155,0.02,30.1,14.0,,,110.0,0.02,33.0,106.0,110.0,736,FTI_180719_120749_B,7075,5213.0
GE,180719,123822,190118,P,16.0,10000,2.680,Buy100%  ,BuyWrite            ,57857126,57857126,2.68,13.73,120.1,20180720,bmo,117.0,2.68,16.0,117.0,117.0,10000,GE_180719_123822_A,20910,10431.0
GE,180719,123822,190118,C,16.0,10000,0.360,Buy100%  ,BuyWrite            ,57857126,57857126,0.36,13.73,120.1,20180720,bmo,117.0,2.68,16.0,117.0,117.0,10000,GE_180719_123822_B,36772,7566.0
GM,180719,121113,180817,C,44.0,600,0.140,Buy100%  ,Spread              ,79819050,79819050,0.01,39.31,55.4,20180725,bmo,112.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_A,6800,-847.0
GM,180719,121113,180817,C,40.0,200,0.980,Sell100% ,Spread              ,79819050,79819050,0.02,39.31,55.4,20180725,bmo,102.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_B,5865,-1092.0
GM,180719,121113,180817,C,44.0,600,0.140,Buy100%  ,Spread              ,79818601,79818601,0.01,39.31,55.4,20180725,bmo,112.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_A,6800,-847.0
GM,180719,121113,180817,C,40.0,200,0.980,Sell100% ,Spread              ,79818601,79818601,0.02,39.31,55.4,20180725,bmo,102.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_B,5865,-1092.0
GM,180719,121113,180817,C,44.0,600,0.140,Buy100%  ,Spread              ,79818372,79818372,0.01,39.31,55.4,20180725,bmo,112.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_A,6800,-847.0
GM,180719,121113,180817,C,40.0,200,0.980,Sell100% ,Spread              ,79818372,79818372,0.02,39.31,55.4,20180725,bmo,102.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_B,5865,-1092.0
GM,180719,121113,180817,C,44.0,600,0.140,Buy100%  ,Spread              ,79819229,79819229,0.01,39.31,55.4,20180725,bmo,112.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_A,6800,-847.0
GM,180719,121113,180817,C,40.0,200,0.980,Sell100% ,Spread              ,79819229,79819229,0.02,39.31,55.4,20180725,bmo,102.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_B,5865,-1092.0
GM,180719,121113,180817,C,40.0,200,0.980,Sell100% ,Spread              ,79818929,79818929,0.02,39.31,55.4,20180725,bmo,102.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_B,5865,-1092.0
GM,180719,121113,180817,C,44.0,600,0.140,Buy100%  ,Spread              ,79818929,79818929,0.01,39.31,55.4,20180725,bmo,112.0,0.02,44.0,102.0,112.0,600,GM_180719_121113_A,6800,-847.0
GRA,180719,114013,180921,P,62.5,1000,0.300,Buy60%   ,Spread              ,105719312,105719314,0.03,73.83,5.0,20180726,bmo,85.0,0.11,62.5,85.0,85.0,1000,GRA_180719_114013_A,804,0.0
GRA,180719,114013,190118,P,62.5,1000,1.070,Buy35%   ,Spread              ,105719314,105719312,0.11,73.83,5.0,20180726,bmo,85.0,0.11,62.5,85.0,85.0,1000,GRA_180719_114013_B,1000,
GWW,180719,102751,180817,C,370.0,1000,1.850,Buy100%  ,Spread              ,57858995,57858997,0.19,341.45,19.1,20181016,bmo,108.0,0.19,380.0,108.0,111.0,1000,GWW_180719_102751_B,3580,3548.0
GWW,180719,102751,180817,C,380.0,1000,0.900,Buy100%  ,Spread              ,57858997,57858995,0.09,341.45,19.1,20181016,bmo,111.0,0.19,380.0,108.0,111.0,1000,GWW_180719_102751_A,12,0.0
GWW,180719,113051,180817,C,380.0,1000,0.950,Buy100%  ,Spread              ,100106287,100106284,0.10,341.45,19.1,20181016,bmo,111.0,0.21,380.0,108.0,111.0,1000,GWW_180719_113051_A,12,0.0
GWW,180719,113051,180817,C,370.0,1000,2.050,Buy100%  ,Spread              ,100106284,100106287,0.21,341.45,19.1,20181016,bmo,108.0,0.21,380.0,108.0,111.0,1000,GWW_180719_113051_B,3580,3548.0
GWW,180719,123211,180817,C,380.0,500,0.800,Buy100%  ,Spread              ,133594559,133594555,0.04,341.45,19.1,20181016,bmo,111.0,0.09,380.0,108.0,111.0,500,GWW_180719_123211_A,12,0.0
GWW,180719,123211,180817,C,370.0,500,1.750,Buy100%  ,Spread              ,133594555,133594559,0.09,341.45,19.1,20181016,bmo,108.0,0.09,380.0,108.0,111.0,500,GWW_180719_123211_B,3580,3548.0
GWW,180719,140911,180817,C,370.0,1000,1.600,Buy100%  ,Spread              ,186034652,186034654,0.16,341.45,19.1,20181016,bmo,108.0,0.16,380.0,108.0,111.0,1000,GWW_180719_140911_B,3580,3548.0
GWW,180719,140911,180817,C,380.0,1000,0.700,Buy100%  ,Spread              ,186034654,186034652,0.07,341.45,19.1,20181016,bmo,111.0,0.16,380.0,108.0,111.0,1000,GWW_180719_140911_A,12,0.0
HBI,180719,124422,180817,C,24.0,6000,0.300,Un0%     ,Spread              ,105469394,105469397,0.18,22.2,8.1,20180801,bmo,108.0,0.36,25.0,104.0,113.0,6000,HBI_180719_124422_B,7294,6142.0
HBI,180719,124422,180817,C,25.0,6000,0.110,Sell80%  ,Spread              ,105469397,105469389,0.07,22.2,8.1,20180801,bmo,113.0,0.36,25.0,104.0,113.0,6000,HBI_180719_124422_A,7238,6001.0
HBI,180719,124422,180817,C,23.0,6000,0.600,Un0%     ,Spread              ,105469389,105469394,0.36,22.2,8.1,20180801,bmo,104.0,0.36,25.0,104.0,113.0,6000,HBI_180719_124422_C,7441,6118.0
HEAR,180719,114846,180817,P,25.0,1230,2.800,Buy100%  ,Spread              ,82019223,82019226,0.34,26.1,0.3,20180806,amc,96.0,0.34,25.0,86.0,96.0,1230,HEAR_180719_114846_A,1403,1327.0
HEAR,180719,114846,180817,P,22.5,930,1.750,Un0%     ,Spread              ,82019226,82019223,0.16,26.1,0.3,20180806,amc,86.0,0.34,25.0,86.0,96.0,1230,HEAR_180719_114846_B,1077,0.0
HIIQ,180719,135825,180817,P,25.0,1500,0.250,Sell100% ,Spread              ,138471839,138471844,0.04,32.35,0.6,20180731,amc,77.0,0.04,25.0,77.0,77.0,1500,HIIQ_180719_135825_A,1982,1530.0
INTC,180719,153539,180720,C,52.0,609,0.170,Sell100% ,Spread              ,130202728,130202727,0.01,51.98,242.7,20180726,amc,100.0,0.29,52.0,90.0,100.0,609,INTC_180719_153539_A,5431,-626.0
INTC,180719,153539,180720,C,47.0,609,4.740,Sell20%  ,Spread              ,130202727,130202728,0.29,51.98,242.7,20180726,amc,90.0,0.29,52.0,90.0,100.0,609,INTC_180719_153539_B,1138,-1220.0
IQ,180719,100403,190118,P,22.5,2500,1.700,Buy100%  ,Spread              ,24735252,24735249,0.43,32.65,21.5,20180731,amc,69.0,0.43,22.5,61.0,69.0,2500,IQ_180719_100403_A,3927,2521.0
IQ,180719,100403,190118,P,20.0,2500,1.050,Buy50%   ,Spread              ,24735249,24735252,0.26,32.65,21.5,20180731,amc,61.0,0.43,22.5,61.0,69.0,2500,IQ_180719_100403_B,8593,2551.0
IRBT,180719,95258,181221,C,80.0,231,8.800,Un0%     ,Spread              ,16562363,16562363,0.20,77.89,2.1,20180724,amc,103.0,0.51,80.0,74.0,103.0,241,IRBT_180719_95258_A,468,380.0
IRBT,180719,95258,180921,C,57.5,241,21.190,Sell40%  ,Spread              ,16562363,16562363,0.51,77.89,2.1,20180724,amc,74.0,0.51,80.0,74.0,103.0,241,IRBT_180719_95258_C,251,0.0
IRBT,180719,95258,181221,C,80.0,146,8.790,Sell2%   ,Spread              ,16562363,16562363,0.13,77.89,2.1,20180724,amc,103.0,0.51,80.0,74.0,103.0,241,IRBT_180719_95258_B,468,380.0
JCP,180719,152211,180817,P,3.0,10700,0.560,Buy100%  ,BuyWrite            ,187093116,187093116,0.60,2.56,0.8,20180809,bmo,117.0,0.6,3.0,117.0,117.0,10700,JCP_180719_152211_A,27438,10237.0
JCP,180719,152211,180817,C,3.0,10700,0.080,Sell100% ,BuyWrite            ,187093116,187093116,0.09,2.56,0.8,20180809,bmo,117.0,0.6,3.0,117.0,117.0,10700,JCP_180719_152211_B,28371,10422.0
JD,180719,95712,180921,C,45.0,900,0.260,Buy100%  ,Spread              ,24444446,24444446,0.02,36.88,52.4,20180813,bmo,122.0,0.02,45.0,119.0,122.0,900,JD_180719_95712_A,11903,1912.0
JD,180719,95712,180817,C,44.0,600,0.130,Un0%     ,Spread              ,24446817,24446817,0.01,36.88,52.4,20180813,bmo,119.0,0.02,45.0,119.0,122.0,600,JD_180719_95712_B,11080,-5477.0
JD,180719,95712,180817,C,44.0,900,0.140,Buy100%  ,Spread              ,24444446,24444446,0.01,36.88,52.4,20180813,bmo,119.0,0.02,45.0,119.0,122.0,900,JD_180719_95712_B,11080,-5477.0
JD,180719,95712,180921,C,45.0,600,0.250,Sell100% ,Spread              ,24446817,24446817,0.02,36.88,52.4,20180813,bmo,122.0,0.02,45.0,119.0,122.0,600,JD_180719_95712_A,11903,1912.0
JD,180719,101925,180817,C,44.0,600,0.130,Buy100%  ,Spread              ,41459395,41459395,0.01,36.88,52.4,20180813,bmo,119.0,0.02,45.0,119.0,122.0,600,JD_180719_101925_B,11080,-5477.0
JD,180719,101925,180921,C,45.0,600,0.260,Sell100% ,Spread              ,41459395,41459395,0.02,36.88,52.4,20180813,bmo,122.0,0.02,45.0,119.0,122.0,600,JD_180719_101925_A,11903,1912.0
JD,180719,113817,180817,C,44.0,1918,0.140,Buy100%  ,Spread              ,88338866,88338866,0.03,36.88,52.4,20180813,bmo,119.0,0.05,45.0,119.0,122.0,1918,JD_180719_113817_B,11080,-5477.0
JD,180719,113817,180921,C,45.0,1918,0.260,Sell100% ,Spread              ,88338866,88338866,0.05,36.88,52.4,20180813,bmo,122.0,0.05,45.0,119.0,122.0,1918,JD_180719_113817_A,11903,1912.0
JD,180719,120134,181221,C,50.0,628,0.480,Sell50%  ,Spread              ,98309088,98309088,0.03,36.88,52.4,20180813,bmo,136.0,0.03,50.0,119.0,136.0,628,JD_180719_120134_A,18870,7998.0
JD,180719,120134,180817,C,44.0,628,0.120,Sell100% ,Spread              ,98309088,98309088,0.01,36.88,52.4,20180813,bmo,119.0,0.03,50.0,119.0,136.0,628,JD_180719_120134_B,11080,-5477.0
JD,180719,130657,181221,C,50.0,1000,0.470,Sell20%  ,Spread              ,125911192,125911192,0.05,36.88,52.4,20180813,bmo,136.0,0.05,50.0,119.0,136.0,1000,JD_180719_130657_A,18870,7998.0
JD,180719,130657,180817,C,44.0,1000,0.130,Buy100%  ,Spread              ,125911192,125911192,0.01,36.88,52.4,20180813,bmo,119.0,0.05,50.0,119.0,136.0,1000,JD_180719_130657_B,11080,-5477.0
JD,180719,131052,190118,P,37.0,343,3.260,Buy20%   ,Spread              ,127924566,127924567,0.11,36.88,52.4,20180813,bmo,100.0,0.2,41.0,100.0,111.0,343,JD_180719_131052_B,47267,627.0
JD,180719,131052,190118,P,41.0,343,5.710,Sell20%  ,Spread              ,127924567,127924566,0.20,36.88,52.4,20180813,bmo,111.0,0.2,41.0,100.0,111.0,343,JD_180719_131052_A,971,0.0
JD,180719,141458,181221,C,50.0,587,0.500,Sell50%  ,Spread              ,157843167,157843168,0.03,36.88,52.4,20180813,bmo,136.0,0.03,55.0,136.0,149.0,587,JD_180719_141458_B,18870,7998.0
JD,180719,141458,181221,C,55.0,587,0.270,Sell100% ,Spread              ,157843168,157843167,0.02,36.88,52.4,20180813,bmo,149.0,0.03,55.0,136.0,149.0,587,JD_180719_141458_A,11028,-2700.0
JD,180719,154238,181221,C,50.0,1350,0.470,Sell33%  ,Spread              ,195839224,195839224,0.06,36.88,52.4,20180813,bmo,136.0,0.06,55.0,136.0,149.0,1350,JD_180719_154238_B,18870,7998.0
JD,180719,154238,181221,C,55.0,1350,0.270,Un0%     ,Spread              ,195839224,195839224,0.04,36.88,52.4,20180813,bmo,149.0,0.06,55.0,136.0,149.0,1350,JD_180719_154238_A,11028,-2700.0
JD,180719,154823,181221,C,50.0,900,0.480,Buy33%   ,Spread              ,199081842,199081846,0.04,36.88,52.4,20180813,bmo,136.0,0.04,55.0,136.0,149.0,900,JD_180719_154823_B,18870,7998.0
JD,180719,154823,181221,C,55.0,900,0.280,Buy100%  ,Spread              ,199081846,199081842,0.03,36.88,52.4,20180813,bmo,149.0,0.04,55.0,136.0,149.0,900,JD_180719_154823_A,11028,-2700.0
KEM,180719,151559,180921,C,35.0,1000,0.650,Sell33%  ,Spread              ,159932011,159932008,0.07,29.39,1.7,20180725,bmo,119.0,0.94,35.0,68.0,119.0,1000,KEM_180719_151559_A,1035,1000.0
KEM,180719,151559,180921,C,25.0,1000,5.370,Buy36%   ,Spread              ,159932009,159932011,0.54,29.39,1.7,20180725,bmo,85.0,0.94,35.0,68.0,119.0,1000,KEM_180719_151559_B,1993,1000.0
KEM,180719,151559,180720,C,20.0,1000,9.370,Sell40%  ,Spread              ,159932008,159932009,0.94,29.39,1.7,20180725,bmo,68.0,0.94,35.0,68.0,119.0,1000,KEM_180719_151559_C,415,-943.0
KR,180719,154909,180817,P,25.0,1033,0.060,Sell100% ,Spread              ,172955820,172955819,0.01,28.12,22.5,20180913,bmo,89.0,0.01,25.0,62.0,89.0,1033,KR_180719_154909_A,2293,1945.0
KR,180719,154909,190118,P,17.5,1033,0.120,Buy66%   ,Spread              ,172955819,172955820,0.01,28.12,22.5,20180913,bmo,62.0,0.01,25.0,62.0,89.0,1033,KR_180719_154909_B,25946,0.0
LVS,180719,152027,180921,P,65.0,1600,0.650,Buy33%   ,Spread              ,144163717,144163717,0.10,74.05,57.3,20180725,amc,88.0,0.1,65.0,88.0,88.0,1600,LVS_180719_152027_A,5111,1536.0
MDXG,180719,150856,180921,P,2.5,750,0.470,Sell20%  ,Spread              ,114965429,114965429,0.04,4.02,0.4,,,62.0,0.06,5.0,62.0,124.0,750,MDXG_180719_150856_B,44881,2846.0
MDXG,180719,150856,180720,P,5.0,750,0.770,Sell100% ,Spread              ,114965429,114965429,0.06,4.02,0.4,,,124.0,0.06,5.0,62.0,124.0,750,MDXG_180719_150856_A,17012,-652.0
MGM,180719,151713,180824,P,27.5,600,0.240,Un0%     ,Spread              ,117275383,117275382,0.01,30.82,16.6,20180802,bmo,89.0,0.01,27.5,88.0,89.0,600,MGM_180719_151713_A,12,0.0
MGM,180719,151713,180824,P,27.0,600,0.200,Buy50%   ,Spread              ,117275382,117275383,0.01,30.82,16.6,20180802,bmo,88.0,0.01,27.5,88.0,89.0,600,MGM_180719_151713_B,262,0.0
MGM,180719,155323,180824,P,27.0,600,0.190,Buy50%   ,Spread              ,128292657,128292658,0.01,30.82,16.6,20180802,bmo,88.0,0.01,27.5,88.0,89.0,600,MGM_180719_155323_B,262,0.0
MGM,180719,155323,180824,P,27.5,600,0.230,Sell50%  ,Spread              ,128292658,128292657,0.01,30.82,16.6,20180802,bmo,89.0,0.01,27.5,88.0,89.0,600,MGM_180719_155323_A,12,0.0
MMM,180719,110936,190118,P,175.0,1000,3.950,Buy100%  ,BuyWrite            ,47787068,47787068,0.40,201.6,120.2,20180724,bmo,87.0,0.83,210.0,87.0,104.0,1000,MMM_180719_110936_B,3674,1000.0
MMM,180719,110936,190118,C,210.0,1000,8.250,Buy88%   ,BuyWrite            ,47787068,47787068,0.83,201.6,120.2,20180724,bmo,104.0,0.83,210.0,87.0,104.0,1000,MMM_180719_110936_A,2842,1012.0
MO,180719,102425,180727,P,55.0,5000,0.700,Buy100%  ,Spread              ,30218392,30218396,0.35,56.94,108.2,20180726,bmo,97.0,0.35,56.5,90.0,99.0,5000,MO_180719_102425_B,5388,5046.0
MO,180719,102425,180720,P,56.5,5000,0.700,Buy100%  ,Spread              ,30218389,30218392,0.35,56.94,108.2,20180726,bmo,99.0,0.35,56.5,90.0,99.0,5000,MO_180719_102425_A,8918,3277.0
MO,180719,102425,180727,P,51.0,5000,0.100,Sell100% ,Spread              ,30218396,30218389,0.05,56.94,108.2,20180726,bmo,90.0,0.35,56.5,90.0,99.0,5000,MO_180719_102425_C,1,0.0
MRTX,180719,124117,180720,C,40.0,250,9.800,Buy7%    ,Spread              ,139656734,139656728,0.25,51.0,1.6,,,78.0,0.25,40.0,78.0,78.0,250,MRTX_180719_124117_A,319,-250.0
MSFT,180719,95202,180720,P,98.0,990,0.160,Buy100%  ,Spread              ,24806628,24806630,0.02,104.4,803.9,20180719,amc,94.0,0.02,98.0,90.0,94.0,990,MSFT_180719_95202_A,6185,1037.0
MSFT,180719,95202,180720,P,94.0,990,0.060,Buy33%   ,Spread              ,24806630,24806628,0.01,104.4,803.9,20180719,amc,90.0,0.02,98.0,90.0,94.0,990,MSFT_180719_95202_B,2588,1477.0
MSFT,180719,104104,190118,P,90.0,1750,1.800,Sell100% ,BuyWrite            ,67457705,67457705,0.32,104.4,803.9,20180719,amc,86.0,0.79,110.0,86.0,105.0,1750,MSFT_180719_104104_B,26100,1359.0
MSFT,180719,104104,190118,C,110.0,1750,4.500,Un0%     ,BuyWrite            ,67457705,67457705,0.79,104.4,803.9,20180719,amc,105.0,0.79,110.0,86.0,105.0,1750,MSFT_180719_104104_A,39119,2046.0
MU,180719,100103,180921,P,45.0,400,0.480,Un0%     ,Spread              ,34508321,34508323,0.02,56.22,63.0,20180924,amc,80.0,0.23,60.0,80.0,107.0,400,MU_180719_100103_B,8683,586.0
MU,180719,100103,180921,P,60.0,400,5.680,Buy6%    ,Spread              ,34508323,34508321,0.23,56.22,63.0,20180924,amc,107.0,0.23,60.0,80.0,107.0,400,MU_180719_100103_A,2220,580.0
MU,180719,134627,180720,P,62.5,450,6.560,Buy20%   ,Spread              ,176674798,176674797,0.30,56.22,63.0,20180924,amc,111.0,0.3,62.5,102.0,111.0,450,MU_180719_134627_A,2199,-1618.0
MU,180719,134627,180720,P,57.5,450,1.620,Buy20%   ,Spread              ,176674797,176674798,0.07,56.22,63.0,20180924,amc,102.0,0.3,62.5,102.0,111.0,450,MU_180719_134627_B,38621,-656.0
MZOR,180719,110030,180817,C,55.0,324,7.500,Buy60%   ,Spread              ,81689632,81689630,0.24,61.5,1.6,,,89.0,0.24,55.0,81.0,89.0,324,MZOR_180719_110030_A,1477,321.0
MZOR,180719,110030,180720,C,50.0,221,11.000,Un0%     ,Spread              ,81689630,81689632,0.24,61.5,1.6,,,81.0,0.24,55.0,81.0,89.0,324,MZOR_180719_110030_B,342,98.0
NFLX,180719,104707,180921,C,470.0,1494,1.930,Buy55%   ,Spread              ,96902516,96902412,0.29,364.23,167.5,20181015,amc,129.0,0.56,470.0,110.0,129.0,1494,NFLX_180719_104707_A,1412,-592.0
NFLX,180719,104707,180921,C,400.0,498,11.290,Sell10%  ,Spread              ,96902511,96902516,0.56,364.23,167.5,20181015,amc,110.0,0.56,470.0,110.0,129.0,1494,NFLX_180719_104707_B,6735,-374.0
NFLX,180719,104824,180817,C,375.0,400,12.800,Buy100%  ,Spread              ,97993050,97993051,0.51,364.23,167.5,20181015,amc,103.0,0.51,425.0,103.0,117.0,400,NFLX_180719_104824_B,6792,600.0
NFLX,180719,104824,180817,C,425.0,400,1.900,Sell100% ,Spread              ,97993051,97993050,0.08,364.23,167.5,20181015,amc,117.0,0.51,425.0,103.0,117.0,400,NFLX_180719_104824_A,1732,371.0
NFLX,180719,112131,181019,C,375.0,115,28.500,Buy38%   ,Spread              ,127493152,127493153,0.33,364.23,167.5,20181015,amc,103.0,0.33,450.0,103.0,124.0,345,NFLX_180719_112131_B,682,527.0
NFLX,180719,112131,181019,C,450.0,345,7.400,Buy42%   ,Spread              ,127493153,127493152,0.26,364.23,167.5,20181015,amc,124.0,0.33,450.0,103.0,124.0,345,NFLX_180719_112131_A,1527,1451.0
NFLX,180719,131659,181019,C,375.0,198,27.080,Buy100%  ,Spread              ,213900453,213900453,0.54,364.23,167.5,20181015,amc,103.0,0.54,450.0,103.0,124.0,594,NFLX_180719_131659_B,682,527.0
NFLX,180719,131659,181019,C,450.0,594,6.710,Buy68%   ,Spread              ,213900453,213900453,0.40,364.23,167.5,20181015,amc,124.0,0.54,450.0,103.0,124.0,594,NFLX_180719_131659_A,1527,1451.0
NFLX,180719,154252,190118,C,330.0,100,61.260,Buy17%   ,Spread              ,329702038,329702039,0.61,364.23,167.5,20181015,amc,91.0,0.61,440.0,91.0,121.0,100,NFLX_180719_154252_B,2473,-103.0
NFLX,180719,154252,190118,C,440.0,100,16.790,Sell16%  ,Spread              ,329702039,329702038,0.17,364.23,167.5,20181015,amc,121.0,0.61,440.0,91.0,121.0,100,NFLX_180719_154252_A,675,-95.0
NOG,180719,152426,180921,C,3.0,675,0.700,Buy50%   ,Spread              ,315035553,315035554,0.05,3.45,0.9,20180806,bmo,87.0,0.05,4.0,87.0,116.0,675,NOG_180719_152426_B,3272,-504.0
NOG,180719,152426,180921,C,4.0,675,0.200,Sell33%  ,Spread              ,315035554,315035553,0.01,3.45,0.9,20180806,bmo,116.0,0.05,4.0,87.0,116.0,675,NOG_180719_152426_A,1659,677.0
OMC,180719,125043,180817,C,72.5,5000,0.890,Buy60%   ,Spread              ,132375915,132375919,0.45,69.61,16.0,20181015,bmo,104.0,0.45,77.5,104.0,111.0,7500,OMC_180719_125043_B,9676,8928.0
OMC,180719,125043,180817,C,77.5,7500,0.160,Sell100% ,Spread              ,132375919,132375915,0.12,69.61,16.0,20181015,bmo,111.0,0.45,77.5,104.0,111.0,7500,OMC_180719_125043_A,6911,-8076.0
PANW,180719,102852,180720,C,145.0,100,70.670,Buy2%    ,Spread              ,47859623,47859624,0.71,214.58,19.6,20180829,amc,68.0,0.71,145.0,68.0,68.0,100,PANW_180719_102852_A,180,0.0
PANW,180719,102852,180921,C,145.0,100,71.430,Sell2%   ,Spread              ,47859624,47859623,0.71,214.58,19.6,20180829,amc,68.0,0.71,145.0,68.0,68.0,100,PANW_180719_102852_B,79,0.0
PDCE,180719,152556,180817,C,65.0,800,1.550,Buy100%  ,Spread              ,39693407,39693411,0.12,60.77,4.0,20180808,amc,107.0,0.74,70.0,99.0,115.0,2365,PDCE_180719_152556_B,882,12.0
PDCE,180719,152556,180817,C,70.0,725,0.550,Buy100%  ,Spread              ,39693405,39693407,0.04,60.77,4.0,20180808,amc,115.0,0.74,70.0,99.0,115.0,2365,PDCE_180719_152556_A,736,0.0
PDCE,180719,152556,180817,C,60.0,2365,3.150,Sell57%  ,Spread              ,39693411,39693411,0.74,60.77,4.0,20180808,amc,99.0,0.74,70.0,99.0,115.0,2365,PDCE_180719_152556_C,2389,2358.0
PDCE,180719,152942,180817,C,60.0,2365,3.150,Sell83%  ,Spread              ,39693411,39693405,0.74,60.77,4.0,20180808,amc,99.0,0.74,70.0,99.0,115.0,2365,PDCE_180719_152942_D,2389,2358.0
PG,180719,155847,180921,P,90.0,500,11.250,Buy66%   ,Spread              ,222608379,222608392,0.56,78.73,198.4,20180731,bmo,114.0,0.56,95.0,114.0,121.0,500,PG_180719_155847_C,194,-210.0
PG,180719,155847,180921,P,92.5,360,13.750,Buy14%   ,Spread              ,222608392,222608402,0.50,78.73,198.4,20180731,bmo,117.0,0.56,95.0,114.0,121.0,500,PG_180719_155847_B,363,0.0
PG,180719,155847,180921,P,95.0,140,16.250,Buy66%   ,Spread              ,222608402,222608379,0.23,78.73,198.4,20180731,bmo,121.0,0.56,95.0,114.0,121.0,500,PG_180719_155847_A,149,0.0
PII,180719,123058,180817,P,110.0,1250,1.150,Sell100% ,BuyWrite            ,121271277,121271277,0.14,122.93,7.7,20180725,bmo,89.0,0.49,120.0,89.0,98.0,1250,PII_180719_123058_B,2848,0.0
PII,180719,123058,180817,P,120.0,1250,3.900,Buy33%   ,BuyWrite            ,121271277,121271277,0.49,122.93,7.7,20180725,bmo,98.0,0.49,120.0,89.0,98.0,1250,PII_180719_123058_A,1358,1251.0
PLCE,180719,155046,180817,C,120.0,2500,10.950,Buy2%    ,Spread              ,218133029,218133032,2.74,128.05,2.1,20180807,bmo,94.0,2.74,145.0,94.0,113.0,3250,PLCE_180719_155046_C,448,-2096.0
PLCE,180719,155046,180817,C,145.0,3250,1.000,Sell36%  ,Spread              ,218133036,218133029,0.33,128.05,2.1,20180807,bmo,113.0,2.74,145.0,94.0,113.0,3250,PLCE_180719_155046_A,3,0.0
PLCE,180719,155046,180817,C,130.0,3250,5.500,Buy78%   ,Spread              ,218133032,218133036,1.79,128.05,2.1,20180807,bmo,102.0,2.74,145.0,94.0,113.0,3250,PLCE_180719_155046_B,3445,3418.0
PM,180719,155437,180921,P,100.0,1400,19.350,Sell1%   ,Spread              ,220159148,220159168,2.71,80.9,126.2,20180719,bmo,124.0,2.71,105.0,117.0,130.0,1400,PM_180719_155437_B,1404,0.0
PM,180719,155437,180921,P,97.5,400,16.850,Buy45%   ,Spread              ,220159144,220159148,0.67,80.9,126.2,20180719,bmo,121.0,2.71,105.0,117.0,130.0,1400,PM_180719_155437_C,465,0.0
PM,180719,155437,180921,P,95.0,600,14.350,Un0%     ,Spread              ,220159142,220159144,0.86,80.9,126.2,20180719,bmo,117.0,2.71,105.0,117.0,130.0,1400,PM_180719_155437_D,644,0.0
PM,180719,155437,180921,P,105.0,400,24.350,Buy21%   ,Spread              ,220159168,220159142,0.97,80.9,126.2,20180719,bmo,130.0,2.71,105.0,117.0,130.0,1400,PM_180719_155437_A,385,0.0
QCOM,180719,95032,180720,C,55.0,300,4.260,Sell5%   ,Spread              ,19531303,19531306,0.13,59.31,87.8,20180725,amc,93.0,0.22,55.0,89.0,93.0,300,QCOM_180719_95032_A,3960,-85.0
QCOM,180719,95032,180817,C,52.5,300,7.330,Buy12%   ,Spread              ,19531306,19531303,0.22,59.31,87.8,20180725,amc,89.0,0.22,55.0,89.0,93.0,300,QCOM_180719_95032_B,412,328.0
