Stock,EventD,EventT,OptionEX,C/P,Strike,Size,OPrice,Direction,Condition,Seq,LegSeq,MillionD,StockV,MarketCapB,ER_Date,ER_A/B,Height,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MaxSize,Index,OIa,OIChange
PLCE,180718,113423,180817,C,140.0,2000,0.700,Sell61%  ,Spread              ,75040951,75040949,0.14,123.85,2.1,20180807,bmo,113.0,0.96,140.0,101.0,113.0,2000,PLCE_180718_113423_A,2079,2000.0
PLCE,180718,113423,180817,C,125.0,2000,4.800,Buy33%   ,Spread              ,75040949,75040951,0.96,123.85,2.1,20180807,bmo,101.0,0.96,140.0,101.0,113.0,2000,PLCE_180718_113423_B,2049,2012.0
PM,180718,104235,180921,C,90.0,5890,0.860,Sell100% ,Spread              ,49715100,49715100,0.51,82.15,128.2,20180719,bmo,110.0,1.02,90.0,88.0,110.0,5890,PM_180718_104235_A,10509,6150.0
PM,180718,104235,180720,P,82.0,5890,1.730,Buy33%   ,Spread              ,49715100,49715100,1.02,82.15,128.2,20180719,bmo,100.0,1.02,90.0,88.0,110.0,5890,PM_180718_104235_B,7115,6031.0
PM,180718,104235,180921,P,72.5,5890,0.620,Sell50%  ,Spread              ,49715100,49715100,0.37,82.15,128.2,20180719,bmo,88.0,1.02,90.0,88.0,110.0,5890,PM_180718_104235_C,7940,5912.0
RHT,180718,124909,180921,C,170.0,9500,1.500,Sell100% ,Spread              ,79946834,79946831,1.43,148.48,26.3,20180924,amc,114.0,2.32,170.0,111.0,114.0,9500,RHT_180718_124909_A,9962,9599.0
RHT,180718,124909,180921,C,165.0,9500,2.440,Buy90%   ,Spread              ,79946831,79946834,2.32,148.48,26.3,20180924,amc,111.0,2.32,170.0,111.0,114.0,9500,RHT_180718_124909_B,10376,9772.0
RIG,180718,120523,190118,P,11.0,1938,0.650,Buy100%  ,Spread              ,66156396,66156398,0.13,12.82,6.0,20180730,amc,86.0,0.13,11.0,78.0,86.0,2234,RIG_180718_120523_A,56618,0.0
RIG,180718,120523,190215,P,10.0,2234,0.470,Buy100%  ,Spread              ,66156398,66156396,0.10,12.82,6.0,20180730,amc,78.0,0.13,11.0,78.0,86.0,2234,RIG_180718_120523_B,395,0.0
RIG,180718,123902,190118,P,11.0,3876,0.650,Buy100%  ,Spread              ,76952065,76952069,0.25,12.82,6.0,20180730,amc,86.0,0.25,11.0,78.0,86.0,4468,RIG_180718_123902_A,56618,0.0
RIG,180718,123902,190215,P,10.0,4468,0.470,Buy100%  ,Spread              ,76952069,76952065,0.21,12.82,6.0,20180730,amc,78.0,0.25,11.0,78.0,86.0,4468,RIG_180718_123902_B,395,0.0
SBBP,180718,95049,180817,C,7.5,500,1.500,Buy87%   ,Spread              ,13082232,13082247,0.08,5.3,0.3,,,142.0,0.08,12.5,142.0,236.0,500,SBBP_180718_95049_B,1690,500.0
SBBP,180718,95049,180817,C,12.5,500,0.500,Un0%     ,Spread              ,13082247,13082232,0.03,5.3,0.3,,,236.0,0.08,12.5,142.0,236.0,500,SBBP_180718_95049_A,1000,0.0
SBUX,180718,135149,180817,C,60.0,20000,0.030,Sell50%  ,Spread              ,89922687,89922688,0.06,51.15,68.5,20180726,amc,117.0,0.06,60.0,117.0,117.0,20000,SBUX_180718_135149_A,23109,20000.0
SBUX,180718,135149,180817,P,60.0,20000,9.200,Sell46%  ,Spread              ,89922689,89922690,18.40,51.15,68.5,20180726,amc,117.0,18.4,60.0,117.0,117.0,20000,SBUX_180718_135149_A,20198,19979.0
SGMS,180718,141632,181019,C,70.0,1300,0.650,Buy33%   ,Spread              ,96194334,96194332,0.08,50.35,4.5,,,139.0,0.47,70.0,109.0,139.0,1300,SGMS_180718_141632_A,7542,1564.0
SGMS,180718,141632,181019,C,55.0,1300,3.580,Buy20%   ,Spread              ,96194332,96194334,0.47,50.35,4.5,,,109.0,0.47,70.0,109.0,139.0,1300,SGMS_180718_141632_B,3542,3000.0
SGMS,180718,141632,181019,C,70.0,1300,0.650,Buy33%   ,Spread              ,96193883,96193881,0.08,50.35,4.5,,,139.0,0.46,70.0,109.0,139.0,1300,SGMS_180718_141632_A,7542,1564.0
SGMS,180718,141632,181019,C,55.0,1300,3.570,Buy13%   ,Spread              ,96193881,96193883,0.46,50.35,4.5,,,109.0,0.46,70.0,109.0,139.0,1300,SGMS_180718_141632_B,3542,3000.0
SIG,180718,134404,180817,P,55.0,1000,1.600,Buy100%  ,Spread              ,112412674,112412674,0.16,58.71,3.6,20180830,bmo,94.0,0.16,55.0,85.0,94.0,1000,SIG_180718_134404_A,1320,998.0
SIG,180718,134404,180817,P,50.0,1000,0.500,Buy100%  ,Spread              ,112412674,112412674,0.05,58.71,3.6,20180830,bmo,85.0,0.16,55.0,85.0,94.0,1000,SIG_180718_134404_B,1343,1238.0
SKX,180718,135135,180720,C,38.0,2500,0.700,Sell100% ,Spread              ,115034638,115034632,0.18,32.65,5.2,20180719,amc,116.0,0.18,38.0,109.0,116.0,2500,SKX_180718_135135_A,3658,3063.0
SKX,180718,135135,180720,C,35.5,1250,1.400,Buy33%   ,Spread              ,115034632,115034638,0.18,32.65,5.2,20180719,amc,109.0,0.18,38.0,109.0,116.0,2500,SKX_180718_135135_B,2351,2281.0
SNA,180718,114612,180720,C,170.0,1000,0.630,Sell70%  ,Spread              ,70820280,70820284,0.06,158.25,9.0,20180719,bmo,107.0,0.06,175.0,107.0,111.0,1000,SNA_180718_114612_B,890,-1232.0
SNA,180718,114612,180720,C,175.0,500,0.300,Buy33%   ,Spread              ,70820284,70820280,0.02,158.25,9.0,20180719,bmo,111.0,0.06,175.0,107.0,111.0,1000,SNA_180718_114612_A,479,-887.0
SNA,180718,114613,180720,C,175.0,500,0.300,Buy33%   ,Spread              ,70821232,70821230,0.02,158.25,9.0,20180719,bmo,111.0,0.06,175.0,107.0,111.0,1000,SNA_180718_114613_A,479,-887.0
SNA,180718,114613,180720,C,170.0,1000,0.620,Sell80%  ,Spread              ,70821230,70821232,0.06,158.25,9.0,20180719,bmo,107.0,0.06,175.0,107.0,111.0,1000,SNA_180718_114613_B,890,-1232.0
TPX,180718,151349,180921,C,52.5,1750,4.150,Sell42%  ,Spread              ,182149481,182149491,0.73,52.09,2.7,20180726,bmo,101.0,0.89,70.0,101.0,134.0,1750,TPX_180718_151349_C,3235,-1556.0
TPX,180718,151349,181221,C,70.0,1750,1.250,Sell50%  ,Spread              ,182149496,182149481,0.22,52.09,2.7,20180726,bmo,134.0,0.89,70.0,101.0,134.0,1750,TPX_180718_151349_A,2000,
TPX,180718,151349,181221,C,55.0,1750,5.100,Buy100%  ,Spread              ,182149491,182149496,0.89,52.09,2.7,20180726,bmo,106.0,0.89,70.0,101.0,134.0,1750,TPX_180718_151349_B,2076,2000.0
TSLA,180718,132557,200117,P,200.0,500,30.300,Buy5%    ,Spread              ,131059296,131059297,1.52,323.85,55.0,20180801,amc,62.0,1.52,200.0,26.0,62.0,1500,TSLA_180718_132557_A,10800,164.0
TSLA,180718,132557,200117,P,85.0,1500,7.600,Sell33%  ,Spread              ,131059297,131059296,1.14,323.85,55.0,20180801,amc,26.0,1.52,200.0,26.0,62.0,1500,TSLA_180718_132557_B,241,0.0
TSLA,180718,150107,180921,P,300.0,126,17.400,Buy100%  ,Spread              ,176380967,176380967,0.22,323.85,55.0,20180801,amc,93.0,0.22,300.0,77.0,93.0,126,TSLA_180718_150107_A,7768,144.0
TSLA,180718,150107,180921,P,250.0,126,6.250,Sell50%  ,Spread              ,176380967,176380966,0.08,323.85,55.0,20180801,amc,77.0,0.22,300.0,77.0,93.0,126,TSLA_180718_150107_B,7609,-94.0
TSLA,180718,153505,200117,P,200.0,250,29.750,Buy100%  ,Spread              ,192666720,192666721,0.74,323.85,55.0,20180801,amc,62.0,0.74,200.0,26.0,62.0,750,TSLA_180718_153505_A,10800,164.0
TSLA,180718,153505,200117,P,85.0,750,7.450,Sell18%  ,Spread              ,192666721,192666720,0.56,323.85,55.0,20180801,amc,26.0,0.74,200.0,26.0,62.0,750,TSLA_180718_153505_B,241,0.0
TTM,180718,133856,190118,P,30.0,5000,11.550,Un0%     ,Spread              ,134978332,134978338,5.78,18.49,62.9,,,162.0,7.28,33.0,162.0,178.0,5000,TTM_180718_133856_B,9458,0.0
TTM,180718,133856,190118,P,33.0,5000,14.550,Un0%     ,Spread              ,134978338,134978332,7.28,18.49,62.9,,,178.0,7.28,33.0,162.0,178.0,5000,TTM_180718_133856_A,2750,0.0
TWTR,180718,101553,190118,P,35.0,1126,2.240,Buy71%   ,BuyWrite            ,34626846,34626845,0.25,43.34,32.2,20180727,bmo,81.0,0.25,35.0,81.0,81.0,1126,TWTR_180718_101553_A,5732,2221.0
TWTR,180718,101553,190118,P,35.0,1040,2.240,Buy71%   ,BuyWrite            ,34626845,34626845,0.23,43.34,32.2,20180727,bmo,81.0,0.25,35.0,81.0,81.0,1126,TWTR_180718_101553_B,5732,2221.0
TWTR,180718,101553,190118,P,35.0,434,2.240,Buy71%   ,BuyWrite            ,34626845,34626846,0.10,43.34,32.2,20180727,bmo,81.0,0.25,35.0,81.0,81.0,1126,TWTR_180718_101553_C,5732,2221.0
TXT,180718,110046,180817,P,60.0,2000,0.270,Sell100% ,Spread              ,63282780,63282779,0.05,66.44,17.3,20180718,bmo,90.0,0.36,60.0,90.0,90.0,2000,TXT_180718_110046_A,2075,2024.0
TXT,180718,110046,181221,P,60.0,2000,1.820,Sell60%  ,Spread              ,63282779,63282780,0.36,66.44,17.3,20180718,bmo,90.0,0.36,60.0,90.0,90.0,2000,TXT_180718_110046_B,217,0.0
ULTA,180718,110027,180921,P,225.0,1272,4.880,Buy100%  ,Spread              ,63098732,63098732,0.62,250.64,14.6,20180830,bmo,90.0,0.77,230.0,90.0,92.0,1272,ULTA_180718_110027_B,3757,2823.0
ULTA,180718,110027,180921,P,230.0,1272,6.030,Buy100%  ,Spread              ,63098732,63098732,0.77,250.64,14.6,20180830,bmo,92.0,0.77,230.0,90.0,92.0,1272,ULTA_180718_110027_A,3759,2818.0
USO,180718,102443,180921,C,15.0,750,0.230,Buy100%  ,Spread              ,25830644,25830661,0.02,14.1,,,,106.0,0.02,16.5,106.0,117.0,750,USO_180718_102443_B,25788,59.0
USO,180718,102443,180921,C,16.5,750,0.050,Buy100%  ,Spread              ,25830661,25830644,0.00,14.1,,,,117.0,0.02,16.5,106.0,117.0,750,USO_180718_102443_A,3207,-300.0
VALE,180718,112501,190118,C,10.0,700,3.570,Sell60%  ,Spread              ,30026709,30026709,0.25,13.41,68.0,,,75.0,0.27,10.0,75.0,75.0,700,VALE_180718_112501_A,50167,-16.0
VALE,180718,112501,200117,C,10.0,700,3.870,Buy20%   ,Spread              ,30026709,30026709,0.27,13.41,68.0,,,75.0,0.27,10.0,75.0,75.0,700,VALE_180718_112501_B,4359,700.0
VOD,180718,150216,190118,C,25.0,1500,0.640,Sell100% ,Spread              ,110366822,110366820,0.10,23.68,63.2,,,106.0,0.1,27.0,106.0,114.0,1500,VOD_180718_150216_B,8229,2599.0
VOD,180718,150216,190118,C,27.0,1500,0.220,Sell33%  ,Spread              ,110366820,110366822,0.03,23.68,63.2,,,114.0,0.1,27.0,106.0,114.0,1500,VOD_180718_150216_A,3133,-1655.0
VOD,180718,152120,190118,C,25.0,1000,0.640,Sell100% ,Spread              ,115349188,115349185,0.06,23.68,63.2,,,106.0,0.06,27.0,106.0,114.0,1000,VOD_180718_152120_B,8229,2599.0
VOD,180718,152120,190118,C,27.0,1000,0.220,Sell33%  ,Spread              ,115349185,115349188,0.02,23.68,63.2,,,114.0,0.06,27.0,106.0,114.0,1000,VOD_180718_152120_A,3133,-1655.0
VOD,180718,154023,190118,C,27.0,903,0.220,Sell60%  ,Spread              ,119858994,119859000,0.02,23.68,63.2,,,114.0,0.06,27.0,106.0,114.0,903,VOD_180718_154023_A,3133,-1655.0
VOD,180718,154023,190118,C,25.0,903,0.640,Sell100% ,Spread              ,119859000,119858994,0.06,23.68,63.2,,,106.0,0.06,27.0,106.0,114.0,903,VOD_180718_154023_B,8229,2599.0
WH,180718,150538,180817,C,65.0,3000,0.450,Sell33%  ,Spread              ,233546066,233546068,0.14,59.01,5.9,20180801,bmo,110.0,0.65,65.0,102.0,110.0,3000,WH_180718_150538_A,7,0.0
WH,180718,150538,180817,C,60.0,3000,2.150,Buy100%  ,Spread              ,233546065,233546066,0.65,59.01,5.9,20180801,bmo,102.0,0.65,65.0,102.0,110.0,3000,WH_180718_150538_B,3025,3011.0
WRD,180718,144624,181116,C,25.0,2200,1.880,Sell20%  ,Spread              ,221680642,221680659,0.41,22.77,2.4,20180807,amc,110.0,0.41,30.0,110.0,132.0,2200,WRD_180718_144624_B,2635,2332.0
WRD,180718,144624,181116,C,30.0,2200,0.750,Sell33%  ,Spread              ,221680659,221680642,0.17,22.77,2.4,20180807,amc,132.0,0.41,30.0,110.0,132.0,2200,WRD_180718_144624_A,430,0.0
XHB,180718,154225,180817,P,37.0,986,0.040,Sell100% ,Spread              ,141195071,141195069,0.00,41.08,,,,90.0,0.03,40.0,90.0,97.0,986,XHB_180718_154225_B,102,0.0
XHB,180718,154225,180817,P,40.0,986,0.290,Buy100%  ,Spread              ,141195069,141195071,0.03,41.08,,,,97.0,0.03,40.0,90.0,97.0,986,XHB_180718_154225_A,3748,1581.0
XRT,180718,132708,180921,P,47.0,500,0.660,Un0%     ,Spread              ,134190485,134190484,0.03,50.08,,,,94.0,0.03,47.0,90.0,94.0,1000,XRT_180718_132708_A,971,513.0
XRT,180718,132708,180921,P,45.0,1000,0.340,Sell100% ,Spread              ,134190484,134190485,0.03,50.08,,,,90.0,0.03,47.0,90.0,94.0,1000,XRT_180718_132708_B,6420,999.0
YNDX,180718,124101,180817,P,30.0,2000,0.150,Buy100%  ,BuyWrite            ,114904283,114904283,0.03,38.06,12.1,20180726,bmo,79.0,1.68,30.0,79.0,79.0,2000,YNDX_180718_124101_A,14218,-3000.0
YNDX,180718,124101,180817,C,30.0,2000,8.400,Buy33%   ,BuyWrite            ,114904283,114904283,1.68,38.06,12.1,20180726,bmo,79.0,1.68,30.0,79.0,79.0,2000,YNDX_180718_124101_B,13096,-3000.0
