Stock,EventD,EventT,OptionEX,C/P,Strike,Size,OPrice,Direction,Condition,Seq,LegSeq,MillionD,StockV,MarketCapB,ER_Date,ER_A/B,Height,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MaxSize,Index,OIa,OIChange
AABA,180718,103037,180817,C,100.0,3000,0.050,Sell37%  ,BuyWrite            ,32334023,32334023,0.02,74.66,60.5,20180815,amc,134.0,7.52,100.0,134.0,134.0,3000,AABA_180718_103037_A,150490,21109.0
AABA,180718,103037,180817,P,100.0,3000,25.050,Buy55%   ,BuyWrite            ,32334023,32334023,7.52,74.66,60.5,20180815,amc,134.0,7.52,100.0,134.0,134.0,3000,AABA_180718_103037_B,150582,21026.0
AABA,180718,114616,180817,P,100.0,2500,25.350,Buy50%   ,BuyWrite            ,59633505,59633505,6.34,74.66,60.5,20180815,amc,134.0,6.34,100.0,134.0,134.0,2500,AABA_180718_114616_A,150582,21026.0
AABA,180718,114616,180817,C,100.0,2500,0.020,Sell71%  ,BuyWrite            ,59633505,59633505,0.01,74.66,60.5,20180815,amc,134.0,6.34,100.0,134.0,134.0,2500,AABA_180718_114616_B,150490,21109.0
AABA,180718,150011,180817,P,100.0,1000,25.330,Buy44%   ,BuyWrite            ,113229110,113229110,2.53,74.66,60.5,20180815,amc,134.0,2.53,100.0,134.0,134.0,1000,AABA_180718_150011_A,150582,21026.0
AABA,180718,150011,180817,C,100.0,1000,0.080,Un0%     ,BuyWrite            ,113229110,113229110,0.01,74.66,60.5,20180815,amc,134.0,2.53,100.0,134.0,134.0,1000,AABA_180718_150011_B,150490,21109.0
AAPL,180718,131422,180921,C,215.0,895,0.480,Buy100%  ,Spread              ,86086769,86086769,0.04,190.4,955.8,20180731,amc,113.0,0.08,215.0,110.0,113.0,895,AAPL_180718_131422_A,6865,-1149.0
AAPL,180718,131422,180921,C,210.0,895,0.860,Sell100% ,Spread              ,86086769,86086769,0.08,190.4,955.8,20180731,amc,110.0,0.08,215.0,110.0,113.0,895,AAPL_180718_131422_B,24476,28.0
AMD,180718,142018,190118,C,12.0,380,5.500,Buy100%  ,BuyWrite            ,363296439,363296382,0.21,16.85,16.3,20180725,amc,71.0,0.21,12.0,71.0,71.0,380,AMD_180718_142018_A,50264,-544.0
ARWR,180718,100806,181221,C,11.0,423,6.860,Sell36%  ,Spread              ,20311511,20311512,0.29,16.67,1.5,20180801,amc,66.0,0.29,20.0,66.0,120.0,423,ARWR_180718_100806_B,601,0.0
ARWR,180718,100806,181221,C,20.0,423,2.860,Sell94%  ,Spread              ,20311512,20311511,0.12,16.67,1.5,20180801,amc,120.0,0.29,20.0,66.0,120.0,423,ARWR_180718_100806_A,2554,2549.0
ARWR,180718,100812,181221,C,20.0,489,2.860,Sell94%  ,Spread              ,20355280,20355279,0.14,16.67,1.5,20180801,amc,120.0,0.3,20.0,72.0,120.0,489,ARWR_180718_100812_A,2554,2549.0
ARWR,180718,100812,181221,C,12.0,489,6.210,Sell56%  ,Spread              ,20355279,20355280,0.30,16.67,1.5,20180801,amc,72.0,0.3,20.0,72.0,120.0,489,ARWR_180718_100812_B,2862,-140.0
AVGO,180718,95437,180921,C,210.0,380,10.890,Buy16%   ,Spread              ,24855508,24855511,0.41,208.78,108.4,20180820,amc,101.0,0.41,240.0,101.0,115.0,380,AVGO_180718_95437_B,3872,325.0
AVGO,180718,95437,180921,C,240.0,380,2.090,Sell9%   ,Spread              ,24855511,24855508,0.08,208.78,108.4,20180820,amc,115.0,0.41,240.0,101.0,115.0,380,AVGO_180718_95437_A,2043,396.0
AVGO,180718,143843,180817,P,260.0,100,51.000,Un0%     ,Spread              ,178969814,178969812,0.51,208.78,108.4,20180820,amc,125.0,0.61,270.0,125.0,129.0,100,AVGO_180718_143843_B,45,-123.0
AVGO,180718,143843,180817,P,270.0,100,61.000,Sell14%  ,Spread              ,178969812,178969814,0.61,208.78,108.4,20180820,amc,129.0,0.61,270.0,125.0,129.0,100,AVGO_180718_143843_A,78,-7.0
BABA,180718,104623,181019,C,220.0,3000,3.400,Sell100% ,BuyWrite            ,63353605,63353605,1.02,190.79,482.7,20180815,bmo,115.0,2.18,220.0,107.0,115.0,3000,BABA_180718_104623_A,8307,-455.0
BABA,180718,104623,181019,C,205.0,3000,7.250,Buy100%  ,BuyWrite            ,63353605,63353605,2.18,190.79,482.7,20180815,bmo,107.0,2.18,220.0,107.0,115.0,3000,BABA_180718_104623_B,3897,3016.0
BABA,180718,121418,181019,C,220.0,834,3.280,Sell40%  ,Spread              ,109647040,109647026,0.27,190.79,482.7,20180815,bmo,115.0,0.44,220.0,102.0,115.0,834,BABA_180718_121418_A,8307,-455.0
BABA,180718,121418,181019,C,195.0,417,10.610,Buy46%   ,Spread              ,109647031,109647040,0.44,190.79,482.7,20180815,bmo,102.0,0.44,220.0,102.0,115.0,834,BABA_180718_121418_B,10910,586.0
BAC,180718,135554,190118,P,22.0,530,0.130,Buy100%  ,Spread              ,158335386,158335386,0.01,30.13,307.0,20181015,bmo,73.0,0.01,30.0,73.0,100.0,530,BAC_180718_135554_B,132407,-662.0
BAC,180718,135554,180720,P,30.0,530,0.140,Buy100%  ,Spread              ,158335386,158335386,0.01,30.13,307.0,20181015,bmo,100.0,0.01,30.0,73.0,100.0,530,BAC_180718_135554_A,125397,27017.0
BAC,180718,135607,180720,P,30.0,858,0.140,Sell100% ,Spread              ,158421376,158421380,0.01,30.13,307.0,20181015,bmo,100.0,0.01,30.0,73.0,100.0,858,BAC_180718_135607_A,125397,27017.0
BAC,180718,135607,180720,P,30.0,431,0.140,Sell100% ,Spread              ,158421380,158421351,0.01,30.13,307.0,20181015,bmo,100.0,0.01,30.0,73.0,100.0,858,BAC_180718_135607_B,125397,27017.0
BAC,180718,135607,190118,P,22.0,858,0.130,Buy100%  ,Spread              ,158421376,158421376,0.01,30.13,307.0,20181015,bmo,73.0,0.01,30.0,73.0,100.0,858,BAC_180718_135607_C,132407,-662.0
BAC,180718,135607,190118,P,22.0,431,0.130,Buy100%  ,Spread              ,158421380,158421380,0.01,30.13,307.0,20181015,bmo,73.0,0.01,30.0,73.0,100.0,858,BAC_180718_135607_D,132407,-662.0
BPY,180718,144115,180921,P,25.0,350,7.100,Un0%     ,Spread              ,220887049,220887049,0.25,19.31,5.0,,,129.0,0.25,25.0,129.0,129.0,350,BPY_180718_144115_A,42682,1884.0
BPY,180718,145135,180921,P,25.0,350,7.100,Un0%     ,Spread              ,226777235,226777235,0.25,19.31,5.0,,,129.0,0.25,25.0,129.0,129.0,350,BPY_180718_145135_A,42682,1884.0
BX,180718,154505,180720,P,32.5,682,0.030,Buy100%  ,Spread              ,136102909,136102861,0.00,36.23,43.1,20180719,bmo,90.0,0.01,35.5,90.0,98.0,682,BX_180718_154505_B,261,0.0
BX,180718,154505,180720,P,35.5,682,0.210,Buy100%  ,Spread              ,136102909,136102909,0.01,36.23,43.1,20180719,bmo,98.0,0.01,35.5,90.0,98.0,682,BX_180718_154505_A,1365,1007.0
BYD,180718,115506,180817,C,40.0,6000,0.850,Un0%     ,Spread              ,63514622,63514623,0.51,37.91,4.2,20180726,amc,106.0,0.51,42.0,106.0,111.0,8400,BYD_180718_115506_C,6564,6125.0
BYD,180718,115506,180817,C,42.0,8400,0.350,Sell100% ,Spread              ,63514623,63514624,0.29,37.91,4.2,20180726,amc,111.0,0.51,42.0,106.0,111.0,8400,BYD_180718_115506_A,17,0.0
BYD,180718,115506,180817,C,42.0,3600,0.400,Un0%     ,Spread              ,63514624,63514622,0.14,37.91,4.2,20180726,amc,111.0,0.51,42.0,106.0,111.0,8400,BYD_180718_115506_B,17,0.0
CAR,180718,141133,180817,P,50.0,4840,17.800,Un0%     ,Spread              ,107987423,107987403,8.62,32.31,2.6,20180807,amc,155.0,8.62,50.0,136.0,155.0,4840,CAR_180718_141133_A,4843,0.0
CAR,180718,141133,180817,P,45.0,1920,12.800,Un0%     ,Spread              ,107987407,107987423,2.46,32.31,2.6,20180807,amc,139.0,8.62,50.0,136.0,155.0,4840,CAR_180718_141133_B,1923,0.0
CAR,180718,141133,180817,P,44.0,2920,11.800,Un0%     ,Spread              ,107987403,107987407,3.45,32.31,2.6,20180807,amc,136.0,8.62,50.0,136.0,155.0,4840,CAR_180718_141133_C,3173,0.0
CAT,180718,154639,180817,C,120.0,100,21.200,Buy33%   ,Spread              ,136725578,136725579,0.21,141.12,84.4,20180730,bmo,85.0,0.21,139.0,85.0,98.0,300,CAT_180718_154639_C,38,-88.0
CAT,180718,154639,180727,C,135.0,200,6.200,Buy33%   ,Spread              ,136725579,136725581,0.12,141.12,84.4,20180730,bmo,96.0,0.21,139.0,85.0,98.0,300,CAT_180718_154639_B,45,-188.0
CAT,180718,154639,180720,C,139.0,300,2.200,Buy100%  ,Spread              ,136725581,136725578,0.07,141.12,84.4,20180730,bmo,98.0,0.21,139.0,85.0,98.0,300,CAT_180718_154639_A,918,-1178.0
CELG,180718,154800,200117,P,125.0,1000,39.100,Sell60%  ,Spread              ,132978151,132978151,3.91,85.78,64.2,20180726,bmo,146.0,3.91,135.0,146.0,157.0,1000,CELG_180718_154800_E,499,0.0
CELG,180718,154800,200117,P,130.0,500,44.100,Sell14%  ,Spread              ,132978144,132978144,2.21,85.78,64.2,20180726,bmo,152.0,3.91,135.0,146.0,157.0,1000,CELG_180718_154800_C,16,0.0
CELG,180718,154800,200117,P,135.0,500,49.100,Sell9%   ,Spread              ,132978149,132978149,2.46,85.78,64.2,20180726,bmo,157.0,3.91,135.0,146.0,157.0,1000,CELG_180718_154800_A,90,0.0
CELG,180718,155640,190118,P,125.0,1000,39.100,Sell14%  ,Spread              ,136409221,136409217,3.91,85.78,64.2,20180726,bmo,146.0,3.91,135.0,146.0,157.0,1000,CELG_180718_155640_C,915,0.0
CELG,180718,155640,190118,P,130.0,500,44.100,Buy89%   ,Spread              ,136409217,136409219,2.21,85.78,64.2,20180726,bmo,152.0,3.91,135.0,146.0,157.0,1000,CELG_180718_155640_B,597,0.0
CELG,180718,155640,190118,P,135.0,500,49.100,Buy9%    ,Spread              ,136409219,136409221,2.46,85.78,64.2,20180726,bmo,157.0,3.91,135.0,146.0,157.0,1000,CELG_180718_155640_A,961,0.0
CELG,180718,155709,200117,P,125.0,1000,39.100,Sell81%  ,Spread              ,132978151,132978144,3.91,85.78,64.2,20180726,bmo,146.0,3.91,135.0,146.0,157.0,1000,CELG_180718_155709_F,499,0.0
CELG,180718,155715,200117,P,135.0,500,49.100,Sell9%   ,Spread              ,132978149,132978151,2.46,85.78,64.2,20180726,bmo,157.0,3.91,135.0,146.0,157.0,1000,CELG_180718_155715_B,90,0.0
CELG,180718,155719,200117,P,130.0,500,44.100,Sell14%  ,Spread              ,132978144,132978149,2.21,85.78,64.2,20180726,bmo,152.0,3.91,135.0,146.0,157.0,1000,CELG_180718_155719_D,16,0.0
CELG,180718,155935,190118,P,125.0,1000,39.200,Buy1%    ,Spread              ,137454796,137454793,3.92,85.78,64.2,20180726,bmo,146.0,3.92,135.0,146.0,157.0,1000,CELG_180718_155935_C,915,0.0
CELG,180718,155935,190118,P,130.0,500,44.200,Buy100%  ,Spread              ,137454795,137454796,2.21,85.78,64.2,20180726,bmo,152.0,3.92,135.0,146.0,157.0,1000,CELG_180718_155935_B,597,0.0
CELG,180718,155935,190118,P,135.0,500,49.200,Buy15%   ,Spread              ,137454793,137454795,2.46,85.78,64.2,20180726,bmo,157.0,3.92,135.0,146.0,157.0,1000,CELG_180718_155935_A,961,0.0
COST,180718,120126,181019,P,180.0,1200,0.770,Buy100%  ,Spread              ,61833641,61833650,0.09,214.97,94.3,20181004,amc,84.0,0.09,180.0,84.0,84.0,1200,COST_180718_120126_A,1586,1200.0
COST,180718,120126,180817,P,170.0,1200,0.010,Sell75%  ,Spread              ,61833622,61833629,0.00,214.97,94.3,20181004,amc,79.0,0.0,170.0,79.0,79.0,1200,COST_180718_120126_A,1250,0.0
CPB,180718,142454,181116,C,42.0,5000,2.500,Buy42%   ,BuyWrite            ,103581399,103581399,1.25,40.17,12.5,20180829,bmo,105.0,1.25,52.5,95.0,131.0,5000,CPB_180718_142454_B,10399,5001.0
CPB,180718,142454,181116,C,52.5,5000,0.350,Sell33%  ,BuyWrite            ,103581399,103581399,0.18,40.17,12.5,20180829,bmo,131.0,1.25,52.5,95.0,131.0,5000,CPB_180718_142454_A,67,0.0
CPB,180718,142454,180817,P,38.0,5000,0.650,Sell100% ,BuyWrite            ,103581399,103581399,0.33,40.17,12.5,20180829,bmo,95.0,1.25,52.5,95.0,131.0,5000,CPB_180718_142454_C,6789,5102.0
CSX,180718,101335,190215,C,50.0,110,18.650,Buy14%   ,Spread              ,28026234,28026234,0.21,69.0,60.5,20181015,amc,72.0,0.25,50.0,65.0,72.0,110,CSX_180718_101335_A,2310,
CSX,180718,101335,180817,C,45.0,110,22.900,Buy1%    ,Spread              ,28026234,28026234,0.25,69.0,60.5,20181015,amc,65.0,0.25,50.0,65.0,72.0,110,CSX_180718_101335_B,2310,0.0
CSX,180718,101406,180817,C,45.0,200,22.230,Sell42%  ,Spread              ,28253203,28253203,0.44,69.0,60.5,20181015,amc,65.0,0.44,50.0,65.0,72.0,200,CSX_180718_101406_B,2310,0.0
CSX,180718,101406,190215,C,50.0,200,17.980,Buy27%   ,Spread              ,28253203,28253203,0.36,69.0,60.5,20181015,amc,72.0,0.44,50.0,65.0,72.0,200,CSX_180718_101406_A,2310,
CSX,180718,101955,180817,C,45.0,1250,22.800,Sell61%  ,Spread              ,31358298,31358298,2.85,69.0,60.5,20181015,amc,65.0,2.85,45.0,65.0,65.0,1250,CSX_180718_101955_A,2310,0.0
CSX,180718,101955,180817,C,45.0,100,22.800,Sell61%  ,Spread              ,31356854,31356857,0.23,69.0,60.5,20181015,amc,65.0,2.31,50.0,65.0,72.0,1250,CSX_180718_101955_E,2310,0.0
CSX,180718,101955,190215,C,50.0,1250,18.500,Buy70%   ,Spread              ,31356857,31356857,2.31,69.0,60.5,20181015,amc,72.0,2.31,50.0,65.0,72.0,1250,CSX_180718_101955_A,2310,
CSX,180718,101955,190215,C,50.0,400,18.500,Buy70%   ,Spread              ,31356857,31356857,0.74,69.0,60.5,20181015,amc,72.0,2.31,50.0,65.0,72.0,1250,CSX_180718_101955_B,2310,
CSX,180718,101955,190215,C,50.0,250,18.500,Buy70%   ,Spread              ,31356857,31356857,0.46,69.0,60.5,20181015,amc,72.0,2.31,50.0,65.0,72.0,1250,CSX_180718_101955_C,2310,
CSX,180718,101955,180817,C,45.0,400,22.800,Sell61%  ,Spread              ,31358298,31358298,0.91,69.0,60.5,20181015,amc,65.0,2.85,45.0,65.0,65.0,1250,CSX_180718_101955_B,2310,0.0
CSX,180718,101955,190215,C,50.0,100,18.500,Buy70%   ,Spread              ,31356857,31356854,0.19,69.0,60.5,20181015,amc,72.0,2.31,50.0,65.0,72.0,1250,CSX_180718_101955_D,2310,
CSX,180718,120952,200117,C,50.0,350,21.500,Buy26%   ,Spread              ,78836518,78836519,0.75,69.0,60.5,20181015,amc,72.0,0.75,65.0,72.0,94.0,350,CSX_180718_120952_B,589,0.0
CSX,180718,120952,200117,C,65.0,350,10.700,Sell16%  ,Spread              ,78836519,78836518,0.37,69.0,60.5,20181015,amc,94.0,0.75,65.0,72.0,94.0,350,CSX_180718_120952_A,517,476.0
CSX,180718,122109,200117,C,65.0,125,10.700,Sell18%  ,Spread              ,83615996,83615993,0.13,69.0,60.5,20181015,amc,94.0,0.27,65.0,72.0,94.0,125,CSX_180718_122109_A,517,476.0
CSX,180718,122109,200117,C,50.0,125,21.500,Buy25%   ,Spread              ,83615993,83615996,0.27,69.0,60.5,20181015,amc,72.0,0.27,65.0,72.0,94.0,125,CSX_180718_122109_B,589,0.0
CTB,180718,111154,181116,P,24.0,3000,1.400,Buy100%  ,Spread              ,55972232,55972235,0.42,25.7,1.3,20180802,bmo,93.0,0.42,24.0,78.0,93.0,3000,CTB_180718_111154_A,3554,500.0
CTB,180718,111154,181116,P,20.0,3000,0.400,Sell33%  ,Spread              ,55972235,55972232,0.12,25.7,1.3,20180802,bmo,78.0,0.42,24.0,78.0,93.0,3000,CTB_180718_111154_B,3805,500.0
CVX,180718,105100,180921,C,105.0,207,15.820,Sell60%  ,Spread              ,47733413,47733413,0.33,121.53,230.9,20180727,bmo,86.0,0.38,105.0,86.0,86.0,207,CVX_180718_105100_A,823,0.0
CVX,180718,105100,190621,C,105.0,207,18.430,Buy3%    ,Spread              ,47733413,47733413,0.38,121.53,230.9,20180727,bmo,86.0,0.38,105.0,86.0,86.0,207,CVX_180718_105100_B,42,0.0
CVX,180718,105223,190621,C,105.0,120,18.480,Buy2%    ,BuyWrite            ,48334302,48334302,0.22,121.53,230.9,20180727,bmo,86.0,0.22,105.0,86.0,86.0,120,CVX_180718_105223_A,42,0.0
EBAY,180718,101033,180720,P,32.0,1496,0.060,Buy100%  ,Spread              ,24930770,24930770,0.01,37.95,37.1,20180718,amc,84.0,0.06,35.5,84.0,94.0,1496,EBAY_180718_101033_B,4193,3970.0
EBAY,180718,101033,180720,P,35.5,1496,0.380,Sell100% ,Spread              ,24930770,24930770,0.06,37.95,37.1,20180718,amc,94.0,0.06,35.5,84.0,94.0,1496,EBAY_180718_101033_A,2671,2044.0
EBAY,180718,101038,180720,P,36.0,1448,0.500,Sell100% ,Spread              ,24989024,24989023,0.07,37.95,37.1,20180718,amc,95.0,0.07,36.0,84.0,95.0,1448,EBAY_180718_101038_A,9518,4189.0
EBAY,180718,101038,180720,P,32.0,1448,0.060,Buy100%  ,Spread              ,24989023,24989024,0.01,37.95,37.1,20180718,amc,84.0,0.07,36.0,84.0,95.0,1448,EBAY_180718_101038_B,4193,3970.0
EBAY,180718,124919,180720,C,42.0,538,0.140,Sell100% ,Spread              ,97861652,97861639,0.01,37.95,37.1,20180718,amc,111.0,0.01,42.0,105.0,111.0,538,EBAY_180718_124919_A,4148,124.0
EBAY,180718,124919,180720,C,42.0,124,0.140,Sell100% ,Spread              ,97861640,97861650,0.00,37.95,37.1,20180718,amc,111.0,0.01,42.0,105.0,111.0,538,EBAY_180718_124919_B,4148,124.0
EBAY,180718,124919,180720,C,40.0,269,0.520,Buy100%  ,Spread              ,97861650,97861652,0.01,37.95,37.1,20180718,amc,105.0,0.01,42.0,105.0,111.0,538,EBAY_180718_124919_C,11492,8694.0
EBAY,180718,150748,180720,P,36.0,1862,0.460,Buy100%  ,Spread              ,149963699,149963700,0.09,37.95,37.1,20180718,amc,95.0,0.09,36.0,90.0,95.0,1862,EBAY_180718_150748_A,9518,4189.0
EBAY,180718,150748,180720,P,34.0,1862,0.140,Buy100%  ,Spread              ,149963700,149963699,0.03,37.95,37.1,20180718,amc,90.0,0.09,36.0,90.0,95.0,1862,EBAY_180718_150748_B,6256,5392.0
EBAY,180718,155033,180720,P,34.0,600,0.130,Buy100%  ,Spread              ,165955592,165955592,0.01,37.95,37.1,20180718,amc,90.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_A,6256,5392.0
EBAY,180718,155033,180720,P,30.0,501,0.040,Buy50%   ,Spread              ,165961190,165961186,0.00,37.95,37.1,20180718,amc,79.0,0.01,34.0,79.0,90.0,501,EBAY_180718_155033_B,5555,5483.0
EBAY,180718,155033,180720,P,34.0,501,0.130,Buy100%  ,Spread              ,165961190,165961190,0.01,37.95,37.1,20180718,amc,90.0,0.01,34.0,79.0,90.0,501,EBAY_180718_155033_A,6256,5392.0
EBAY,180718,155033,180720,P,30.0,600,0.040,Buy50%   ,Spread              ,165955592,165955592,0.00,37.95,37.1,20180718,amc,79.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_B,5555,5483.0
EBAY,180718,155033,180720,P,34.0,600,0.130,Buy100%  ,Spread              ,165957896,165957896,0.01,37.95,37.1,20180718,amc,90.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_A,6256,5392.0
EBAY,180718,155033,180720,P,30.0,600,0.040,Buy50%   ,Spread              ,165957896,165957896,0.00,37.95,37.1,20180718,amc,79.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_B,5555,5483.0
EBAY,180718,155033,180720,P,34.0,600,0.130,Buy100%  ,Spread              ,165951713,165951713,0.01,37.95,37.1,20180718,amc,90.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_A,6256,5392.0
EBAY,180718,155033,180720,P,30.0,600,0.040,Buy50%   ,Spread              ,165951713,165951713,0.00,37.95,37.1,20180718,amc,79.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_B,5555,5483.0
EBAY,180718,155033,180720,P,34.0,600,0.130,Buy100%  ,Spread              ,165953759,165953759,0.01,37.95,37.1,20180718,amc,90.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_A,6256,5392.0
EBAY,180718,155033,180720,P,30.0,600,0.040,Buy50%   ,Spread              ,165953759,165953759,0.00,37.95,37.1,20180718,amc,79.0,0.01,34.0,79.0,90.0,600,EBAY_180718_155033_B,5555,5483.0
EBAY,180718,155037,180720,P,28.0,1302,0.020,Sell33%  ,Spread              ,166009062,166009062,0.00,37.95,37.1,20180718,amc,74.0,0.03,35.0,74.0,92.0,1302,EBAY_180718_155037_B,8,0.0
EBAY,180718,155037,180720,P,35.0,1302,0.230,Sell100% ,Spread              ,166009062,166009062,0.03,37.95,37.1,20180718,amc,92.0,0.03,35.0,74.0,92.0,1302,EBAY_180718_155037_A,7909,937.0
EFA,180718,100939,180921,P,65.0,4000,0.540,Sell100% ,Spread              ,16942322,16942301,0.22,67.89,,,,96.0,0.22,65.0,85.0,96.0,4000,EFA_180718_100939_A,83709,0.0
EFA,180718,100939,180921,P,58.0,4000,0.110,Sell42%  ,Spread              ,16942301,16942322,0.04,67.89,,,,85.0,0.22,65.0,85.0,96.0,4000,EFA_180718_100939_B,2480,0.0
EFX,180718,132200,180720,C,110.0,1540,16.000,Buy33%   ,Spread              ,79339741,79339742,2.46,126.2,15.4,20180725,amc,87.0,2.46,110.0,87.0,87.0,1540,EFX_180718_132200_A,241,-2200.0
ESRX,180718,112921,190118,P,67.5,2450,2.950,Sell53%  ,Spread              ,45621707,45621710,0.72,77.89,43.8,20180801,amc,87.0,1.47,70.0,83.0,90.0,4900,ESRX_180718_112921_B,12552,5021.0
ESRX,180718,112921,190118,P,65.0,2450,2.450,Sell100% ,Spread              ,45621710,45621701,0.60,77.89,43.8,20180801,amc,83.0,1.47,70.0,83.0,90.0,4900,ESRX_180718_112921_C,20007,4953.0
ESRX,180718,112921,181116,P,70.0,4900,3.000,Buy72%   ,Spread              ,45621701,45621707,1.47,77.89,43.8,20180801,amc,90.0,1.47,70.0,83.0,90.0,4900,ESRX_180718_112921_A,7371,5000.0
ESRX,180718,142428,190118,P,75.0,200,6.000,Buy100%  ,Spread              ,96616958,96616964,0.12,77.89,43.8,20180801,amc,96.0,0.15,75.0,80.0,96.0,600,ESRX_180718_142428_A,39207,786.0
ESRX,180718,142428,190118,P,62.5,600,2.550,Sell100% ,Spread              ,96616964,96616958,0.15,77.89,43.8,20180801,amc,80.0,0.15,75.0,80.0,96.0,600,ESRX_180718_142428_B,8603,1137.0
