Stock,EventD,EventT,ER_Date,ER_A/B,OptionEX,C/P,Strike,StockV,Height,Size,OPrice,Direction,Condition,MillionD,OIa,OIChange,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MarketCapB,Index
MO,180719,102425,20180726.0,bmo,180727,P,55.0,56.94,97.0,5000,0.7,Buy100%  ,Spread              ,0.35,5388,5046.0,0.35,56.5,90.0,99.0,108.2,MO_180719_102425_B
MO,180719,102425,20180726.0,bmo,180720,P,56.5,56.94,99.0,5000,0.7,Buy100%  ,Spread              ,0.35,8918,3277.0,0.35,56.5,90.0,99.0,108.2,MO_180719_102425_A
FB,180719,155055,20180725.0,amc,180921,P,175.0,208.09,84.0,500,1.2,Buy100%  ,Spread              ,0.06,5319,-390.0,0.38,205.0,84.0,99.0,588.9,FB_180719_155055_B
FB,180719,155055,20180725.0,amc,180921,P,205.0,208.09,99.0,500,7.65,Sell100% ,Spread              ,0.38,5229,43.0,0.38,205.0,84.0,99.0,588.9,FB_180719_155055_A
SHOO,180719,135753,20180731.0,bmo,180817,P,50.0,56.25,89.0,900,0.6,Sell33%  ,Spread              ,0.05,2421,-100.0,0.09,55.0,89.0,98.0,3.4,SHOO_180719_135753_C
SHOO,180719,135753,20180731.0,bmo,180817,P,55.0,56.25,98.0,450,2.0,Sell20%  ,Spread              ,0.09,2455,1302.0,0.09,55.0,89.0,98.0,3.4,SHOO_180719_135753_B
SHOO,180719,135753,20180731.0,bmo,180817,P,55.0,56.25,98.0,450,2.05,Buy12%   ,Spread              ,0.09,2455,1302.0,0.09,55.0,89.0,98.0,3.4,SHOO_180719_135753_A
PII,180719,123058,20180725.0,bmo,180817,P,110.0,122.93,89.0,1250,1.15,Sell100% ,BuyWrite            ,0.14,2848,0.0,0.49,120.0,89.0,98.0,7.7,PII_180719_123058_B
PII,180719,123058,20180725.0,bmo,180817,P,120.0,122.93,98.0,1250,3.9,Buy33%   ,BuyWrite            ,0.49,1358,1251.0,0.49,120.0,89.0,98.0,7.7,PII_180719_123058_A
EWJ,180719,153103,,,200117,P,51.0,58.01,88.0,11500,1.51,Sell45%  ,BuyWrite            ,1.74,11500,,1.78,57.0,88.0,98.0,,EWJ_180719_153103_B
EWJ,180719,153103,,,190118,P,57.0,58.01,98.0,11500,1.55,Sell50%  ,BuyWrite            ,1.78,12671,0.0,1.78,57.0,88.0,98.0,,EWJ_180719_153103_A
BA,180719,95310,20180725.0,bmo,180921,P,320.0,355.33,90.0,570,4.1,Buy100%  ,Spread              ,0.23,2569,924.0,0.68,350.0,90.0,98.0,209.7,BA_180719_95310_B
BA,180719,95310,20180725.0,bmo,180921,P,350.0,355.33,98.0,570,12.0,Sell100% ,Spread              ,0.68,1879,918.0,0.68,350.0,90.0,98.0,209.7,BA_180719_95310_A
EGN,180719,104407,20180807.0,bmo,180720,C,67.5,74.87,90.0,520,6.9,Sell42%  ,Spread              ,0.36,1611,-213.0,0.36,72.5,90.0,97.0,7.4,EGN_180719_104407_B
EGN,180719,104407,20180807.0,bmo,180720,C,72.5,74.87,97.0,520,2.05,Buy40%   ,Spread              ,0.11,1386,-10.0,0.36,72.5,90.0,97.0,7.4,EGN_180719_104407_A
HEAR,180719,114846,20180806.0,amc,180817,P,22.5,26.1,86.0,930,1.75,Un0%     ,Spread              ,0.16,1077,0.0,0.34,25.0,86.0,96.0,0.3,HEAR_180719_114846_B
HEAR,180719,114846,20180806.0,amc,180817,P,25.0,26.1,96.0,1230,2.8,Buy100%  ,Spread              ,0.34,1403,1327.0,0.34,25.0,86.0,96.0,0.3,HEAR_180719_114846_A
TRN,180719,115909,20180725.0,amc,181019,P,30.0,35.85,84.0,3304,0.37,Sell6%   ,Spread              ,0.12,3405,3309.0,0.43,34.0,84.0,95.0,5.3,TRN_180719_115909_C
TRN,180719,115909,20180725.0,amc,181019,P,34.0,35.85,95.0,3304,1.3,Un0%     ,Spread              ,0.43,3400,3309.0,0.43,34.0,84.0,95.0,5.3,TRN_180719_115909_B
TRN,180719,115909,20180725.0,amc,180720,P,34.0,35.85,95.0,3304,0.03,Buy20%   ,Spread              ,0.01,3462,0.0,0.43,34.0,84.0,95.0,5.3,TRN_180719_115909_A
AERI,180719,124823,,,180720,C,65.0,73.9,88.0,300,9.2,Sell23%  ,Spread              ,0.28,338,0.0,0.28,70.0,88.0,95.0,2.9,AERI_180719_124823_B
AERI,180719,124823,,,180817,C,70.0,73.9,95.0,300,6.8,Buy66%   ,Spread              ,0.2,774,300.0,0.28,70.0,88.0,95.0,2.9,AERI_180719_124823_A
MSFT,180719,95202,20180719.0,amc,180720,P,94.0,104.4,90.0,990,0.06,Buy33%   ,Spread              ,0.01,2588,1477.0,0.02,98.0,90.0,94.0,803.9,MSFT_180719_95202_B
MSFT,180719,95202,20180719.0,amc,180720,P,98.0,104.4,94.0,990,0.16,Buy100%  ,Spread              ,0.02,6185,1037.0,0.02,98.0,90.0,94.0,803.9,MSFT_180719_95202_A
QCOM,180719,95032,20180725.0,amc,180817,C,52.5,59.31,89.0,300,7.33,Buy12%   ,Spread              ,0.22,412,328.0,0.22,55.0,89.0,93.0,87.8,QCOM_180719_95032_B
QCOM,180719,95032,20180725.0,amc,180720,C,55.0,59.31,93.0,300,4.26,Sell5%   ,Spread              ,0.13,3960,-85.0,0.22,55.0,89.0,93.0,87.8,QCOM_180719_95032_A
CTB,180719,150928,20180802.0,bmo,181116,P,20.0,25.8,78.0,2300,0.4,Sell33%  ,Spread              ,0.09,3805,0.0,0.09,24.0,78.0,93.0,1.3,CTB_180719_150928_C
CTB,180719,150928,20180802.0,bmo,181116,P,20.0,25.8,78.0,200,0.4,Sell33%  ,Spread              ,0.01,3805,0.0,0.09,24.0,78.0,93.0,1.3,CTB_180719_150928_B
CTB,180719,150928,20180802.0,bmo,181116,P,24.0,25.8,93.0,200,1.35,Buy33%   ,Spread              ,0.03,3554,0.0,0.09,24.0,78.0,93.0,1.3,CTB_180719_150928_A
F,180719,134034,20180725.0,amc,190118,C,7.87,10.82,73.0,900,2.96,Buy33%   ,Spread              ,0.27,14227,-331.0,0.27,10.0,73.0,92.0,42.7,F_180719_134034_B
F,180719,134034,20180725.0,amc,180720,C,10.0,10.82,92.0,900,0.83,Buy100%  ,Spread              ,0.07,102,-5485.0,0.27,10.0,73.0,92.0,42.7,F_180719_134034_A
F,180719,134032,20180725.0,amc,190118,C,7.87,10.82,73.0,900,2.96,Buy33%   ,Spread              ,0.27,14227,-331.0,0.27,10.0,73.0,92.0,42.7,F_180719_134032_B
F,180719,134032,20180725.0,amc,180720,C,10.0,10.82,92.0,900,0.83,Buy100%  ,Spread              ,0.07,102,-5485.0,0.27,10.0,73.0,92.0,42.7,F_180719_134032_A
UAA,180719,95946,20180726.0,bmo,190118,C,12.5,22.1,57.0,1994,9.25,Sell61%  ,Spread              ,1.84,3682,0.0,1.84,20.0,57.0,90.0,9.8,UAA_180719_95946_C
UAA,180719,95946,20180726.0,bmo,181019,C,15.0,22.1,68.0,320,6.75,Sell100% ,Spread              ,0.22,2140,0.0,1.84,20.0,57.0,90.0,9.8,UAA_180719_95946_B
UAA,180719,95946,20180726.0,bmo,200117,C,20.0,22.1,90.0,3428,5.35,Buy55%   ,Spread              ,1.83,5256,3436.0,1.84,20.0,57.0,90.0,9.8,UAA_180719_95946_A
MZOR,180719,110030,,,180720,C,50.0,61.5,81.0,221,11.0,Un0%     ,Spread              ,0.24,342,98.0,0.24,55.0,81.0,89.0,1.6,MZOR_180719_110030_B
MZOR,180719,110030,,,180817,C,55.0,61.5,89.0,324,7.5,Buy60%   ,Spread              ,0.24,1477,321.0,0.24,55.0,81.0,89.0,1.6,MZOR_180719_110030_A
MGM,180719,155323,20180802.0,bmo,180824,P,27.0,30.82,88.0,600,0.19,Buy50%   ,Spread              ,0.01,262,0.0,0.01,27.5,88.0,89.0,16.6,MGM_180719_155323_B
MGM,180719,155323,20180802.0,bmo,180824,P,27.5,30.82,89.0,600,0.23,Sell50%  ,Spread              ,0.01,12,0.0,0.01,27.5,88.0,89.0,16.6,MGM_180719_155323_A
MGM,180719,151713,20180802.0,bmo,180824,P,27.0,30.82,88.0,600,0.2,Buy50%   ,Spread              ,0.01,262,0.0,0.01,27.5,88.0,89.0,16.6,MGM_180719_151713_B
MGM,180719,151713,20180802.0,bmo,180824,P,27.5,30.82,89.0,600,0.24,Un0%     ,Spread              ,0.01,12,0.0,0.01,27.5,88.0,89.0,16.6,MGM_180719_151713_A
KR,180719,154909,20180913.0,bmo,190118,P,17.5,28.12,62.0,1033,0.12,Buy66%   ,Spread              ,0.01,25946,0.0,0.01,25.0,62.0,89.0,22.5,KR_180719_154909_B
KR,180719,154909,20180913.0,bmo,180817,P,25.0,28.12,89.0,1033,0.06,Sell100% ,Spread              ,0.01,2293,1945.0,0.01,25.0,62.0,89.0,22.5,KR_180719_154909_A
DIS,180719,111644,20180807.0,amc,181019,P,90.0,112.13,80.0,1000,0.15,Sell100% ,Spread              ,0.02,4290,-1015.0,0.07,100.0,80.0,89.0,163.7,DIS_180719_111644_B
DIS,180719,111644,20180807.0,amc,181019,P,100.0,112.13,89.0,1000,0.65,Buy63%   ,Spread              ,0.07,4571,-967.0,0.07,100.0,80.0,89.0,163.7,DIS_180719_111644_A
CTB,180719,125449,20180802.0,bmo,181116,P,18.0,25.8,70.0,6000,0.22,Sell2%   ,Spread              ,0.13,6005,6000.0,1.13,23.0,70.0,89.0,1.3,CTB_180719_125449_B
CTB,180719,125449,20180802.0,bmo,181116,P,23.0,25.8,89.0,9803,1.15,Buy100%  ,Spread              ,1.13,12000,11975.0,1.13,23.0,70.0,89.0,1.3,CTB_180719_125449_A
ASPS,180719,143928,20180807.0,bmo,180720,C,25.0,33.77,74.0,605,8.9,Sell40%  ,Spread              ,0.54,842,0.0,0.54,30.0,74.0,89.0,0.6,ASPS_180719_143928_B
ASPS,180719,143928,20180807.0,bmo,180817,C,30.0,33.77,89.0,605,4.5,Buy11%   ,Spread              ,0.27,631,0.0,0.54,30.0,74.0,89.0,0.6,ASPS_180719_143928_A
ARMK,180719,155904,20180807.0,bmo,190118,C,35.0,39.5,89.0,2000,5.7,Sell50%  ,BuyWrite            ,1.14,10000,0.0,1.14,35.0,89.0,89.0,9.8,ARMK_180719_155904_B
ARMK,180719,155904,20180807.0,bmo,190118,P,35.0,39.5,89.0,2000,1.0,Buy100%  ,BuyWrite            ,0.2,10000,0.0,1.14,35.0,89.0,89.0,9.8,ARMK_180719_155904_A
TPX,180719,134258,20180726.0,bmo,180817,P,47.5,54.24,88.0,3500,1.07,Un0%     ,Spread              ,0.37,1658,-2911.0,0.37,47.5,88.0,88.0,2.8,TPX_180719_134258_A
REGN,180719,102459,20180802.0,bmo,180720,C,325.0,367.74,88.0,200,39.0,Sell9%   ,Spread              ,0.78,316,-5.0,0.78,325.0,88.0,88.0,38.7,REGN_180719_102459_A
LVS,180719,152027,20180725.0,amc,180921,P,65.0,74.05,88.0,1600,0.65,Buy33%   ,Spread              ,0.1,5111,1536.0,0.1,65.0,88.0,88.0,57.3,LVS_180719_152027_A
AMZN,180719,111408,20180726.0,amc,180817,P,1450.0,1812.97,80.0,143,1.38,Sell7%   ,Spread              ,0.02,520,-113.0,0.52,1590.0,80.0,88.0,851.6,AMZN_180719_111408_B
AMZN,180719,111408,20180726.0,amc,181116,P,1590.0,1812.97,88.0,143,36.48,Buy44%   ,Spread              ,0.52,74,0.0,0.52,1590.0,80.0,88.0,851.6,AMZN_180719_111408_A
CFR,180719,122752,20180726.0,bmo,190118,C,100.0,114.65,87.0,597,16.6,Sell20%  ,Spread              ,0.99,1199,,1.71,100.0,87.0,87.0,7.4,CFR_180719_122752_C
CFR,180719,122752,20180726.0,bmo,180720,C,100.0,114.65,87.0,1194,14.3,Sell11%  ,Spread              ,1.71,1203,0.0,1.71,100.0,87.0,87.0,7.4,CFR_180719_122752_B
CFR,180719,122752,20180726.0,bmo,190118,C,100.0,114.65,87.0,597,16.7,Un0%     ,Spread              ,1.0,1199,,1.71,100.0,87.0,87.0,7.4,CFR_180719_122752_A
QDEL,180719,103114,20180807.0,amc,180720,C,60.0,69.81,86.0,400,10.15,Buy28%   ,Spread              ,0.41,819,0.0,0.46,60.0,86.0,86.0,2.6,QDEL_180719_103114_B
QDEL,180719,103114,20180807.0,amc,180817,C,60.0,69.81,86.0,400,11.38,Buy68%   ,Spread              ,0.46,2,0.0,0.46,60.0,86.0,86.0,2.6,QDEL_180719_103114_A
GRA,180719,114013,20180726.0,bmo,190118,P,62.5,73.83,85.0,1000,1.07,Buy35%   ,Spread              ,0.11,1000,,0.11,62.5,85.0,85.0,5.0,GRA_180719_114013_B
GRA,180719,114013,20180726.0,bmo,180921,P,62.5,73.83,85.0,1000,0.3,Buy60%   ,Spread              ,0.03,804,0.0,0.11,62.5,85.0,85.0,5.0,GRA_180719_114013_A
DVMT,180719,145545,20180905.0,bmo,181019,P,75.0,94.74,79.0,900,0.55,Sell42%  ,Spread              ,0.05,7650,-900.0,0.05,80.0,79.0,84.0,18.7,DVMT_180719_145545_B
DVMT,180719,145545,20180905.0,bmo,181019,P,80.0,94.74,84.0,450,0.9,Sell50%  ,Spread              ,0.04,1779,0.0,0.05,80.0,79.0,84.0,18.7,DVMT_180719_145545_A
YNDX,180719,113902,20180726.0,bmo,180817,P,30.0,36.49,82.0,1500,0.1,Un0%     ,BuyWrite            ,0.02,14218,0.0,1.11,30.0,82.0,82.0,11.6,YNDX_180719_113902_B
YNDX,180719,113902,20180726.0,bmo,180817,C,30.0,36.49,82.0,1500,7.4,Un0%     ,BuyWrite            ,1.11,13096,0.0,1.11,30.0,82.0,82.0,11.6,YNDX_180719_113902_A
CLF,180719,133507,20180720.0,bmo,180817,C,7.0,8.84,79.0,10800,1.85,Buy100%  ,Spread              ,2.0,12364,10761.0,2.0,7.0,79.0,79.0,2.6,CLF_180719_133507_B
CLF,180719,133507,20180720.0,bmo,180720,C,7.0,8.84,79.0,10800,1.78,Buy33%   ,Spread              ,1.92,3979,-10620.0,2.0,7.0,79.0,79.0,2.6,CLF_180719_133507_A
MRTX,180719,124117,,,180720,C,40.0,51.0,78.0,250,9.8,Buy7%    ,Spread              ,0.25,319,-250.0,0.25,40.0,78.0,78.0,1.6,MRTX_180719_124117_A
BAC,180719,104311,20181015.0,bmo,200117,P,23.0,29.67,78.0,552,0.94,Buy100%  ,Spread              ,0.05,33882,2.0,0.06,23.0,78.0,78.0,302.3,BAC_180719_104311_B
BAC,180719,104311,20181015.0,bmo,200619,P,23.0,29.67,78.0,552,1.16,Sell60%  ,Spread              ,0.06,1005,552.0,0.06,23.0,78.0,78.0,302.3,BAC_180719_104311_A
HIIQ,180719,135825,20180731.0,amc,180817,P,25.0,32.35,77.0,1500,0.25,Sell100% ,Spread              ,0.04,1982,1530.0,0.04,25.0,77.0,77.0,0.6,HIIQ_180719_135825_A
ENTA,180719,154541,20180807.0,amc,181019,C,95.0,123.13,77.0,270,29.5,Sell63%  ,Spread              ,0.8,12,0.0,0.8,95.0,77.0,77.0,2.3,ENTA_180719_154541_A
TXMD,180719,133801,,,180720,C,5.0,6.71,75.0,600,1.62,Sell6%   ,Spread              ,0.1,639,-949.0,0.1,5.0,75.0,75.0,1.5,TXMD_180719_133801_A
F,180719,134025,20180725.0,amc,190118,C,4.87,10.82,45.0,350,5.95,Un0%     ,Spread              ,0.21,1023,-335.0,0.21,7.87,45.0,73.0,42.7,F_180719_134025_B
F,180719,134025,20180725.0,amc,190118,C,7.87,10.82,73.0,350,2.95,Sell33%  ,Spread              ,0.1,14227,-331.0,0.21,7.87,45.0,73.0,42.7,F_180719_134025_A
F,180719,134023,20180725.0,amc,190118,C,4.87,10.82,45.0,350,5.95,Un0%     ,Spread              ,0.21,1023,-335.0,0.21,7.87,45.0,73.0,42.7,F_180719_134023_B
F,180719,134023,20180725.0,amc,190118,C,7.87,10.82,73.0,350,2.95,Sell33%  ,Spread              ,0.1,14227,-331.0,0.21,7.87,45.0,73.0,42.7,F_180719_134023_A
IQ,180719,100403,20180731.0,amc,190118,P,20.0,32.65,61.0,2500,1.05,Buy50%   ,Spread              ,0.26,8593,2551.0,0.43,22.5,61.0,69.0,21.5,IQ_180719_100403_B
IQ,180719,100403,20180731.0,amc,190118,P,22.5,32.65,69.0,2500,1.7,Buy100%  ,Spread              ,0.43,3927,2521.0,0.43,22.5,61.0,69.0,21.5,IQ_180719_100403_A
PANW,180719,102852,20180829.0,amc,180921,C,145.0,214.58,68.0,100,71.43,Sell2%   ,Spread              ,0.71,79,0.0,0.71,145.0,68.0,68.0,19.6,PANW_180719_102852_B
PANW,180719,102852,20180829.0,amc,180720,C,145.0,214.58,68.0,100,70.67,Buy2%    ,Spread              ,0.71,180,0.0,0.71,145.0,68.0,68.0,19.6,PANW_180719_102852_A
SBBP,180718,95049,,,180817,C,7.5,5.3,142.0,500,1.5,Buy87%   ,Spread              ,0.08,1690,500.0,0.08,12.5,142.0,236.0,0.3,SBBP_180718_95049_B
SBBP,180718,95049,,,180817,C,12.5,5.3,236.0,500,0.5,Un0%     ,Spread              ,0.03,1000,0.0,0.08,12.5,142.0,236.0,0.3,SBBP_180718_95049_A
MDXG,180718,130629,,,180817,P,7.5,3.41,220.0,501,4.22,Sell60%  ,Spread              ,0.21,776,578.0,0.21,7.5,220.0,220.0,0.4,MDXG_180718_130629_B
MDXG,180718,130629,,,180720,P,7.5,3.41,220.0,501,4.12,Buy20%   ,Spread              ,0.21,7090,-208.0,0.21,7.5,220.0,220.0,0.4,MDXG_180718_130629_A
JD,180718,113458,20180813.0,bmo,180817,P,50.0,37.53,133.0,500,12.75,Buy14%   ,Spread              ,0.64,164,0.0,1.64,70.0,133.0,187.0,53.3,JD_180718_113458_B
JD,180718,113458,20180813.0,bmo,190118,P,70.0,37.53,187.0,500,32.75,Buy11%   ,Spread              ,1.64,1160,0.0,1.64,70.0,133.0,187.0,53.3,JD_180718_113458_A
TTM,180718,133856,,,190118,P,30.0,18.49,162.0,5000,11.55,Un0%     ,Spread              ,5.78,9458,0.0,7.28,33.0,162.0,178.0,62.9,TTM_180718_133856_B
TTM,180718,133856,,,190118,P,33.0,18.49,178.0,5000,14.55,Un0%     ,Spread              ,7.28,2750,0.0,7.28,33.0,162.0,178.0,62.9,TTM_180718_133856_A
CELG,180718,155935,20180726.0,bmo,190118,P,125.0,85.78,146.0,1000,39.2,Buy1%    ,Spread              ,3.92,915,0.0,3.92,135.0,146.0,157.0,64.2,CELG_180718_155935_C
CELG,180718,155935,20180726.0,bmo,190118,P,130.0,85.78,152.0,500,44.2,Buy100%  ,Spread              ,2.21,597,0.0,3.92,135.0,146.0,157.0,64.2,CELG_180718_155935_B
CELG,180718,155935,20180726.0,bmo,190118,P,135.0,85.78,157.0,500,49.2,Buy15%   ,Spread              ,2.46,961,0.0,3.92,135.0,146.0,157.0,64.2,CELG_180718_155935_A
CELG,180718,155719,20180726.0,bmo,200117,P,130.0,85.78,152.0,500,44.1,Sell14%  ,Spread              ,2.21,16,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_155719_D
CELG,180718,155715,20180726.0,bmo,200117,P,135.0,85.78,157.0,500,49.1,Sell9%   ,Spread              ,2.46,90,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_155715_B
CELG,180718,155709,20180726.0,bmo,200117,P,125.0,85.78,146.0,1000,39.1,Sell81%  ,Spread              ,3.91,499,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_155709_F
CELG,180718,155640,20180726.0,bmo,190118,P,125.0,85.78,146.0,1000,39.1,Sell14%  ,Spread              ,3.91,915,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_155640_C
CELG,180718,155640,20180726.0,bmo,190118,P,130.0,85.78,152.0,500,44.1,Buy89%   ,Spread              ,2.21,597,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_155640_B
CELG,180718,155640,20180726.0,bmo,190118,P,135.0,85.78,157.0,500,49.1,Buy9%    ,Spread              ,2.46,961,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_155640_A
CELG,180718,154800,20180726.0,bmo,200117,P,125.0,85.78,146.0,1000,39.1,Sell60%  ,Spread              ,3.91,499,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_154800_E
CELG,180718,154800,20180726.0,bmo,200117,P,130.0,85.78,152.0,500,44.1,Sell14%  ,Spread              ,2.21,16,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_154800_C
CELG,180718,154800,20180726.0,bmo,200117,P,135.0,85.78,157.0,500,49.1,Sell9%   ,Spread              ,2.46,90,0.0,3.91,135.0,146.0,157.0,64.2,CELG_180718_154800_A
CAR,180718,141133,20180807.0,amc,180817,P,44.0,32.31,136.0,2920,11.8,Un0%     ,Spread              ,3.45,3173,0.0,8.62,50.0,136.0,155.0,2.6,CAR_180718_141133_C
CAR,180718,141133,20180807.0,amc,180817,P,45.0,32.31,139.0,1920,12.8,Un0%     ,Spread              ,2.46,1923,0.0,8.62,50.0,136.0,155.0,2.6,CAR_180718_141133_B
CAR,180718,141133,20180807.0,amc,180817,P,50.0,32.31,155.0,4840,17.8,Un0%     ,Spread              ,8.62,4843,0.0,8.62,50.0,136.0,155.0,2.6,CAR_180718_141133_A
NFLX,180718,140942,20181015.0,amc,180817,P,570.0,375.13,152.0,125,192.0,Sell100% ,Spread              ,2.4,145,9.0,2.4,570.0,152.0,152.0,172.5,NFLX_180718_140942_A
SGMS,180718,141632,,,181019,C,55.0,50.35,109.0,1300,3.58,Buy20%   ,Spread              ,0.47,3542,3000.0,0.47,70.0,109.0,139.0,4.5,SGMS_180718_141632_B
SGMS,180718,141632,,,181019,C,55.0,50.35,109.0,1300,3.57,Buy13%   ,Spread              ,0.46,3542,3000.0,0.46,70.0,109.0,139.0,4.5,SGMS_180718_141632_B
SGMS,180718,141632,,,181019,C,70.0,50.35,139.0,1300,0.65,Buy33%   ,Spread              ,0.08,7542,1564.0,0.47,70.0,109.0,139.0,4.5,SGMS_180718_141632_A
SGMS,180718,141632,,,181019,C,70.0,50.35,139.0,1300,0.65,Buy33%   ,Spread              ,0.08,7542,1564.0,0.46,70.0,109.0,139.0,4.5,SGMS_180718_141632_A
OSTK,180718,152527,20180801.0,amc,180817,C,50.0,39.9,125.0,1500,1.5,Buy100%  ,BuyWrite            ,0.23,2336,1710.0,0.23,55.0,125.0,138.0,1.1,OSTK_180718_152527_B
OSTK,180718,152527,20180801.0,amc,180817,C,55.0,39.9,138.0,1500,0.95,Buy100%  ,BuyWrite            ,0.14,1936,1738.0,0.23,55.0,125.0,138.0,1.1,OSTK_180718_152527_A
TPX,180718,151349,20180726.0,bmo,180921,C,52.5,52.09,101.0,1750,4.15,Sell42%  ,Spread              ,0.73,3235,-1556.0,0.89,70.0,101.0,134.0,2.7,TPX_180718_151349_C
TPX,180718,151349,20180726.0,bmo,181221,C,55.0,52.09,106.0,1750,5.1,Buy100%  ,Spread              ,0.89,2076,2000.0,0.89,70.0,101.0,134.0,2.7,TPX_180718_151349_B
TPX,180718,151349,20180726.0,bmo,181221,C,70.0,52.09,134.0,1750,1.25,Sell50%  ,Spread              ,0.22,2000,,0.89,70.0,101.0,134.0,2.7,TPX_180718_151349_A
AABA,180718,150011,20180815.0,amc,180817,C,100.0,74.66,134.0,1000,0.08,Un0%     ,BuyWrite            ,0.01,150490,21109.0,2.53,100.0,134.0,134.0,60.5,AABA_180718_150011_B
AABA,180718,150011,20180815.0,amc,180817,P,100.0,74.66,134.0,1000,25.33,Buy44%   ,BuyWrite            ,2.53,150582,21026.0,2.53,100.0,134.0,134.0,60.5,AABA_180718_150011_A
AABA,180718,114616,20180815.0,amc,180817,C,100.0,74.66,134.0,2500,0.02,Sell71%  ,BuyWrite            ,0.01,150490,21109.0,6.34,100.0,134.0,134.0,60.5,AABA_180718_114616_B
AABA,180718,114616,20180815.0,amc,180817,P,100.0,74.66,134.0,2500,25.35,Buy50%   ,BuyWrite            ,6.34,150582,21026.0,6.34,100.0,134.0,134.0,60.5,AABA_180718_114616_A
AABA,180718,103037,20180815.0,amc,180817,P,100.0,74.66,134.0,3000,25.05,Buy55%   ,BuyWrite            ,7.52,150582,21026.0,7.52,100.0,134.0,134.0,60.5,AABA_180718_103037_B
AABA,180718,103037,20180815.0,amc,180817,C,100.0,74.66,134.0,3000,0.05,Sell37%  ,BuyWrite            ,0.02,150490,21109.0,7.52,100.0,134.0,134.0,60.5,AABA_180718_103037_A
JD,180718,113711,20180813.0,bmo,180921,C,46.0,37.53,123.0,780,0.24,Buy33%   ,Spread              ,0.02,4094,-1980.0,0.04,50.0,123.0,133.0,53.3,JD_180718_113711_B
JD,180718,113711,20180813.0,bmo,181221,C,50.0,37.53,133.0,780,0.53,Sell50%  ,Spread              ,0.04,10872,3014.0,0.04,50.0,123.0,133.0,53.3,JD_180718_113711_A
JD,180718,101732,20180813.0,bmo,180921,C,46.0,37.53,123.0,600,0.27,Buy100%  ,Spread              ,0.02,4094,-1980.0,0.03,50.0,123.0,133.0,53.3,JD_180718_101732_B
JD,180718,101732,20180813.0,bmo,180921,C,46.0,37.53,123.0,600,0.27,Buy100%  ,Spread              ,0.02,4094,-1980.0,0.03,50.0,123.0,133.0,53.3,JD_180718_101732_B
JD,180718,101732,20180813.0,bmo,180921,C,46.0,37.53,123.0,600,0.27,Buy100%  ,Spread              ,0.02,4094,-1980.0,0.03,50.0,123.0,133.0,53.3,JD_180718_101732_B
JD,180718,101732,20180813.0,bmo,181221,C,50.0,37.53,133.0,600,0.58,Sell100% ,Spread              ,0.03,10872,3014.0,0.03,50.0,123.0,133.0,53.3,JD_180718_101732_A
JD,180718,101732,20180813.0,bmo,181221,C,50.0,37.53,133.0,600,0.58,Sell100% ,Spread              ,0.03,10872,3014.0,0.03,50.0,123.0,133.0,53.3,JD_180718_101732_A
JD,180718,101732,20180813.0,bmo,181221,C,50.0,37.53,133.0,600,0.58,Sell100% ,Spread              ,0.03,10872,3014.0,0.03,50.0,123.0,133.0,53.3,JD_180718_101732_A
WRD,180718,144624,20180807.0,amc,181116,C,25.0,22.77,110.0,2200,1.88,Sell20%  ,Spread              ,0.41,2635,2332.0,0.41,30.0,110.0,132.0,2.4,WRD_180718_144624_B
WRD,180718,144624,20180807.0,amc,181116,C,30.0,22.77,132.0,2200,0.75,Sell33%  ,Spread              ,0.17,430,0.0,0.41,30.0,110.0,132.0,2.4,WRD_180718_144624_A
NFLX,180718,135414,20181015.0,amc,180817,P,480.0,375.13,128.0,150,103.05,Sell27%  ,Spread              ,1.55,154,0.0,1.7,490.0,128.0,131.0,172.5,NFLX_180718_135414_B
NFLX,180718,135414,20181015.0,amc,180817,P,490.0,375.13,131.0,150,113.05,Sell11%  ,Spread              ,1.7,131,8.0,1.7,490.0,128.0,131.0,172.5,NFLX_180718_135414_A
NFLX,180718,135409,20181015.0,amc,180817,P,480.0,375.13,128.0,150,103.1,Sell9%   ,Spread              ,1.55,154,0.0,1.7,490.0,128.0,131.0,172.5,NFLX_180718_135409_B
NFLX,180718,135409,20181015.0,amc,180817,P,490.0,375.13,131.0,150,113.1,Buy11%   ,Spread              ,1.7,131,8.0,1.7,490.0,128.0,131.0,172.5,NFLX_180718_135409_A
CPB,180718,142454,20180829.0,bmo,180817,P,38.0,40.17,95.0,5000,0.65,Sell100% ,BuyWrite            ,0.33,6789,5102.0,1.25,52.5,95.0,131.0,12.5,CPB_180718_142454_C
CPB,180718,142454,20180829.0,bmo,181116,C,42.0,40.17,105.0,5000,2.5,Buy42%   ,BuyWrite            ,1.25,10399,5001.0,1.25,52.5,95.0,131.0,12.5,CPB_180718_142454_B
