Stock,EventD,EventT,ER_Date,ER_A/B,OptionEX,C/P,Strike,StockV,Height,Size,OPrice,Direction,Condition,MillionD,OIa,OIChange,MaxMillionD,MaxStrike,MinHeight,MaxHeight,MarketCapB,Index
CPB,180718,142454,20180829.0,bmo,181116,C,52.5,40.17,131.0,5000,0.35,Sell33%  ,BuyWrite            ,0.18,67,0.0,1.25,52.5,95.0,131.0,12.5,CPB_180718_142454_A
PBR,180718,115531,,,181116,C,11.0,10.73,103.0,4000,1.49,Buy20%   ,Spread              ,0.6,13138,5678.0,0.6,14.0,103.0,130.0,63.8,PBR_180718_115531_B
PBR,180718,115531,,,181116,C,14.0,10.73,130.0,8000,0.59,Buy20%   ,Spread              ,0.47,6302,0.0,0.6,14.0,103.0,130.0,63.8,PBR_180718_115531_A
NFLX,180718,135531,20181015.0,amc,180817,P,475.0,375.13,127.0,200,97.9,Sell33%  ,Spread              ,1.96,395,204.0,2.16,485.0,127.0,129.0,172.5,NFLX_180718_135531_B
NFLX,180718,135531,20181015.0,amc,180817,P,485.0,375.13,129.0,200,107.9,Sell20%  ,Spread              ,2.16,190,-18.0,2.16,485.0,127.0,129.0,172.5,NFLX_180718_135531_A
NFLX,180718,135521,20181015.0,amc,180817,P,475.0,375.13,127.0,200,97.95,Sell11%  ,Spread              ,1.96,395,204.0,2.16,485.0,127.0,129.0,172.5,NFLX_180718_135521_B
NFLX,180718,135521,20181015.0,amc,180817,P,485.0,375.13,129.0,200,107.95,Un0%     ,Spread              ,2.16,190,-18.0,2.16,485.0,127.0,129.0,172.5,NFLX_180718_135521_A
BPY,180718,145135,,,180921,P,25.0,19.31,129.0,350,7.1,Un0%     ,Spread              ,0.25,42682,1884.0,0.25,25.0,129.0,129.0,5.0,BPY_180718_145135_A
BPY,180718,144115,,,180921,P,25.0,19.31,129.0,350,7.1,Un0%     ,Spread              ,0.25,42682,1884.0,0.25,25.0,129.0,129.0,5.0,BPY_180718_144115_A
AVGO,180718,143843,20180820.0,amc,180817,P,260.0,208.78,125.0,100,51.0,Un0%     ,Spread              ,0.51,45,-123.0,0.61,270.0,125.0,129.0,108.4,AVGO_180718_143843_B
AVGO,180718,143843,20180820.0,amc,180817,P,270.0,208.78,129.0,100,61.0,Sell14%  ,Spread              ,0.61,78,-7.0,0.61,270.0,125.0,129.0,108.4,AVGO_180718_143843_A
GM,180718,134627,20180725.0,bmo,180817,C,44.0,39.87,110.0,1471,0.19,Buy100%  ,Spread              ,0.03,7647,-1343.0,0.03,50.0,110.0,125.0,56.2,GM_180718_134627_B
GM,180718,134627,20180725.0,bmo,181221,C,50.0,39.87,125.0,1471,0.23,Sell100% ,Spread              ,0.03,3265,718.0,0.03,50.0,110.0,125.0,56.2,GM_180718_134627_A
MNKD,180718,151706,20180806.0,bmo,180817,C,1.5,1.61,93.0,1000,0.23,Sell75%  ,Spread              ,0.02,5547,994.0,0.02,2.0,93.0,124.0,0.2,MNKD_180718_151706_B
MNKD,180718,151706,20180806.0,bmo,180817,C,2.0,1.61,124.0,1000,0.1,Buy60%   ,Spread              ,0.01,5592,978.0,0.02,2.0,93.0,124.0,0.2,MNKD_180718_151706_A
GLD,180718,151446,,,180921,P,130.0,116.31,112.0,1200,13.7,Sell14%  ,Spread              ,1.64,1235,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_J
GLD,180718,151446,,,181221,P,130.0,116.31,112.0,460,13.7,Sell14%  ,Spread              ,0.63,464,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_I
GLD,180718,151446,,,190118,P,131.0,116.31,113.0,240,14.7,Sell50%  ,Spread              ,0.35,246,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_H
GLD,180718,151446,,,190118,P,132.0,116.31,113.0,1300,15.7,Sell42%  ,Spread              ,2.04,1298,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_G
GLD,180718,151446,,,190118,P,133.0,116.31,114.0,600,16.7,Sell11%  ,Spread              ,1.0,796,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_F
GLD,180718,151446,,,190118,P,134.0,116.31,115.0,600,17.7,Sell31%  ,Spread              ,1.06,587,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_E
GLD,180718,151446,,,190329,P,134.0,116.31,115.0,500,17.7,Sell7%   ,Spread              ,0.89,504,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_D
GLD,180718,151446,,,181231,P,135.0,116.31,116.0,1200,18.7,Sell6%   ,Spread              ,2.24,1238,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_C
GLD,180718,151446,,,190329,P,136.0,116.31,117.0,700,19.7,Sell6%   ,Spread              ,1.38,704,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_B
GLD,180718,151446,,,200117,P,140.0,116.31,120.0,600,23.7,Sell12%  ,Spread              ,1.42,606,0.0,2.24,140.0,112.0,120.0,,GLD_180718_151446_A
ARWR,180718,100812,20180801.0,amc,181221,C,12.0,16.67,72.0,489,6.21,Sell56%  ,Spread              ,0.3,2862,-140.0,0.3,20.0,72.0,120.0,1.5,ARWR_180718_100812_B
ARWR,180718,100812,20180801.0,amc,181221,C,20.0,16.67,120.0,489,2.86,Sell94%  ,Spread              ,0.14,2554,2549.0,0.3,20.0,72.0,120.0,1.5,ARWR_180718_100812_A
ARWR,180718,100806,20180801.0,amc,181221,C,11.0,16.67,66.0,423,6.86,Sell36%  ,Spread              ,0.29,601,0.0,0.29,20.0,66.0,120.0,1.5,ARWR_180718_100806_B
ARWR,180718,100806,20180801.0,amc,181221,C,20.0,16.67,120.0,423,2.86,Sell94%  ,Spread              ,0.12,2554,2549.0,0.29,20.0,66.0,120.0,1.5,ARWR_180718_100806_A
INGR,180718,115630,20180802.0,bmo,190118,P,100.0,96.48,104.0,155,8.8,Buy100%  ,Spread              ,0.14,45,0.0,0.3,115.0,104.0,119.0,7.8,INGR_180718_115630_B
INGR,180718,115630,20180802.0,bmo,181019,P,115.0,96.48,119.0,155,19.2,Buy17%   ,Spread              ,0.3,165,0.0,0.3,115.0,104.0,119.0,7.8,INGR_180718_115630_A
FB,180718,133457,20180725.0,amc,190118,C,225.0,209.36,107.0,200,11.13,Buy6%    ,Spread              ,0.22,5192,-1678.0,0.22,250.0,107.0,119.0,592.5,FB_180718_133457_D
FB,180718,133457,20180725.0,amc,190118,C,230.0,209.36,110.0,200,9.34,Sell20%  ,Spread              ,0.19,14533,1683.0,0.22,250.0,107.0,119.0,592.5,FB_180718_133457_C
FB,180718,133457,20180725.0,amc,190118,C,240.0,209.36,115.0,200,6.44,Sell20%  ,Spread              ,0.13,8941,-1630.0,0.22,250.0,107.0,119.0,592.5,FB_180718_133457_B
FB,180718,133457,20180725.0,amc,190118,C,250.0,209.36,119.0,200,4.4,Buy9%    ,Spread              ,0.09,10148,1065.0,0.22,250.0,107.0,119.0,592.5,FB_180718_133457_A
FB,180718,132239,20180725.0,amc,190118,C,225.0,209.36,107.0,200,11.09,Buy20%   ,Spread              ,0.22,5192,-1678.0,0.22,250.0,107.0,119.0,592.5,FB_180718_132239_D
FB,180718,132239,20180725.0,amc,190118,C,230.0,209.36,110.0,200,9.29,Sell40%  ,Spread              ,0.19,14533,1683.0,0.22,250.0,107.0,119.0,592.5,FB_180718_132239_C
FB,180718,132239,20180725.0,amc,190118,C,240.0,209.36,115.0,200,6.44,Sell20%  ,Spread              ,0.13,8941,-1630.0,0.22,250.0,107.0,119.0,592.5,FB_180718_132239_B
FB,180718,132239,20180725.0,amc,190118,C,250.0,209.36,119.0,200,4.39,Buy33%   ,Spread              ,0.09,10148,1065.0,0.22,250.0,107.0,119.0,592.5,FB_180718_132239_A
FB,180718,125216,20180725.0,amc,190118,C,225.0,209.36,107.0,200,10.87,Sell60%  ,Spread              ,0.22,5192,-1678.0,0.22,250.0,107.0,119.0,592.5,FB_180718_125216_D
FB,180718,125216,20180725.0,amc,190118,C,230.0,209.36,110.0,200,9.11,Sell14%  ,Spread              ,0.18,14533,1683.0,0.22,250.0,107.0,119.0,592.5,FB_180718_125216_C
FB,180718,125216,20180725.0,amc,190118,C,240.0,209.36,115.0,200,6.31,Sell20%  ,Spread              ,0.13,8941,-1630.0,0.22,250.0,107.0,119.0,592.5,FB_180718_125216_B
FB,180718,125216,20180725.0,amc,190118,C,250.0,209.36,119.0,200,4.3,Buy11%   ,Spread              ,0.09,10148,1065.0,0.22,250.0,107.0,119.0,592.5,FB_180718_125216_A
USO,180718,102443,,,180921,C,15.0,14.1,106.0,750,0.23,Buy100%  ,Spread              ,0.02,25788,59.0,0.02,16.5,106.0,117.0,,USO_180718_102443_B
USO,180718,102443,,,180921,C,16.5,14.1,117.0,750,0.05,Buy100%  ,Spread              ,0.0,3207,-300.0,0.02,16.5,106.0,117.0,,USO_180718_102443_A
SBUX,180718,135149,20180726.0,amc,180817,P,60.0,51.15,117.0,20000,9.2,Sell46%  ,Spread              ,18.4,20198,19979.0,18.4,60.0,117.0,117.0,68.5,SBUX_180718_135149_A
SBUX,180718,135149,20180726.0,amc,180817,C,60.0,51.15,117.0,20000,0.03,Sell50%  ,Spread              ,0.06,23109,20000.0,0.06,60.0,117.0,117.0,68.5,SBUX_180718_135149_A
SKX,180718,135135,20180719.0,amc,180720,C,35.5,32.65,109.0,1250,1.4,Buy33%   ,Spread              ,0.18,2351,2281.0,0.18,38.0,109.0,116.0,5.2,SKX_180718_135135_B
SKX,180718,135135,20180719.0,amc,180720,C,38.0,32.65,116.0,2500,0.7,Sell100% ,Spread              ,0.18,3658,3063.0,0.18,38.0,109.0,116.0,5.2,SKX_180718_135135_A
GE,180718,110244,20180720.0,bmo,190118,P,16.0,13.75,116.0,5000,2.6,Buy50%   ,Spread              ,1.3,10479,2569.0,1.3,16.0,116.0,116.0,120.3,GE_180718_110244_A
GE,180718,110244,20180720.0,bmo,190118,C,16.0,13.75,116.0,5000,0.38,Un0%     ,Spread              ,0.19,29206,2856.0,0.19,16.0,116.0,116.0,120.3,GE_180718_110244_A
GLD,180718,141759,,,190118,P,133.0,116.31,114.0,600,16.7,Sell5%   ,Spread              ,1.0,796,0.0,1.06,134.0,114.0,115.0,,GLD_180718_141759_B
GLD,180718,141759,,,190118,P,134.0,116.31,115.0,600,17.7,Sell12%  ,Spread              ,1.06,587,0.0,1.06,134.0,114.0,115.0,,GLD_180718_141759_A
FB,180718,133244,20180725.0,amc,190118,C,185.0,209.36,88.0,164,34.22,Un0%     ,Spread              ,0.56,11039,-758.0,0.56,240.0,88.0,115.0,592.5,FB_180718_133244_D
FB,180718,133244,20180725.0,amc,190118,C,200.0,209.36,96.0,164,23.78,Buy30%   ,Spread              ,0.39,18586,-1808.0,0.56,240.0,88.0,115.0,592.5,FB_180718_133244_C
FB,180718,133244,20180725.0,amc,190118,C,225.0,209.36,107.0,164,11.11,Buy20%   ,Spread              ,0.18,5192,-1678.0,0.56,240.0,88.0,115.0,592.5,FB_180718_133244_B
FB,180718,133244,20180725.0,amc,190118,C,240.0,209.36,115.0,164,6.45,Un0%     ,Spread              ,0.11,8941,-1630.0,0.56,240.0,88.0,115.0,592.5,FB_180718_133244_A
FB,180718,130817,20180725.0,amc,181221,C,230.0,209.36,110.0,1157,8.15,Sell33%  ,Spread              ,0.94,5144,-2274.0,0.94,240.0,110.0,115.0,592.5,FB_180718_130817_B
FB,180718,130817,20180725.0,amc,181221,C,240.0,209.36,115.0,1157,5.44,Sell46%  ,Spread              ,0.63,4012,2836.0,0.94,240.0,110.0,115.0,592.5,FB_180718_130817_A
FB,180718,130620,20180725.0,amc,181221,C,230.0,209.36,110.0,155,8.18,Sell40%  ,Spread              ,0.13,5144,-2274.0,0.49,240.0,110.0,115.0,592.5,FB_180718_130620_F
FB,180718,130620,20180725.0,amc,181221,C,230.0,209.36,110.0,138,8.18,Sell40%  ,Spread              ,0.11,5144,-2274.0,0.49,240.0,110.0,115.0,592.5,FB_180718_130620_E
FB,180718,130620,20180725.0,amc,181221,C,230.0,209.36,110.0,600,8.18,Sell40%  ,Spread              ,0.49,5144,-2274.0,0.49,240.0,110.0,115.0,592.5,FB_180718_130620_D
FB,180718,130620,20180725.0,amc,181221,C,240.0,209.36,115.0,600,5.47,Sell60%  ,Spread              ,0.33,4012,2836.0,0.49,240.0,110.0,115.0,592.5,FB_180718_130620_C
FB,180718,130620,20180725.0,amc,181221,C,240.0,209.36,115.0,138,5.47,Sell60%  ,Spread              ,0.08,4012,2836.0,0.49,240.0,110.0,115.0,592.5,FB_180718_130620_B
FB,180718,130620,20180725.0,amc,181221,C,240.0,209.36,115.0,155,5.47,Sell60%  ,Spread              ,0.08,4012,2836.0,0.49,240.0,110.0,115.0,592.5,FB_180718_130620_A
BABA,180718,121418,20180815.0,bmo,181019,C,195.0,190.79,102.0,417,10.61,Buy46%   ,Spread              ,0.44,10910,586.0,0.44,220.0,102.0,115.0,482.7,BABA_180718_121418_B
BABA,180718,121418,20180815.0,bmo,181019,C,220.0,190.79,115.0,834,3.28,Sell40%  ,Spread              ,0.27,8307,-455.0,0.44,220.0,102.0,115.0,482.7,BABA_180718_121418_A
BABA,180718,104623,20180815.0,bmo,181019,C,205.0,190.79,107.0,3000,7.25,Buy100%  ,BuyWrite            ,2.18,3897,3016.0,2.18,220.0,107.0,115.0,482.7,BABA_180718_104623_B
BABA,180718,104623,20180815.0,bmo,181019,C,220.0,190.79,115.0,3000,3.4,Sell100% ,BuyWrite            ,1.02,8307,-455.0,2.18,220.0,107.0,115.0,482.7,BABA_180718_104623_A
AVGO,180718,95437,20180820.0,amc,180921,C,210.0,208.78,101.0,380,10.89,Buy16%   ,Spread              ,0.41,3872,325.0,0.41,240.0,101.0,115.0,108.4,AVGO_180718_95437_B
AVGO,180718,95437,20180820.0,amc,180921,C,240.0,208.78,115.0,380,2.09,Sell9%   ,Spread              ,0.08,2043,396.0,0.41,240.0,101.0,115.0,108.4,AVGO_180718_95437_A
VOD,180718,154023,,,190118,C,25.0,23.68,106.0,903,0.64,Sell100% ,Spread              ,0.06,8229,2599.0,0.06,27.0,106.0,114.0,63.2,VOD_180718_154023_B
VOD,180718,154023,,,190118,C,27.0,23.68,114.0,903,0.22,Sell60%  ,Spread              ,0.02,3133,-1655.0,0.06,27.0,106.0,114.0,63.2,VOD_180718_154023_A
VOD,180718,152120,,,190118,C,25.0,23.68,106.0,1000,0.64,Sell100% ,Spread              ,0.06,8229,2599.0,0.06,27.0,106.0,114.0,63.2,VOD_180718_152120_B
VOD,180718,152120,,,190118,C,27.0,23.68,114.0,1000,0.22,Sell33%  ,Spread              ,0.02,3133,-1655.0,0.06,27.0,106.0,114.0,63.2,VOD_180718_152120_A
VOD,180718,150216,,,190118,C,25.0,23.68,106.0,1500,0.64,Sell100% ,Spread              ,0.1,8229,2599.0,0.1,27.0,106.0,114.0,63.2,VOD_180718_150216_B
VOD,180718,150216,,,190118,C,27.0,23.68,114.0,1500,0.22,Sell33%  ,Spread              ,0.03,3133,-1655.0,0.1,27.0,106.0,114.0,63.2,VOD_180718_150216_A
RHT,180718,124909,20180924.0,amc,180921,C,165.0,148.48,111.0,9500,2.44,Buy90%   ,Spread              ,2.32,10376,9772.0,2.32,170.0,111.0,114.0,26.3,RHT_180718_124909_B
RHT,180718,124909,20180924.0,amc,180921,C,170.0,148.48,114.0,9500,1.5,Sell100% ,Spread              ,1.43,9962,9599.0,2.32,170.0,111.0,114.0,26.3,RHT_180718_124909_A
PLCE,180718,113423,20180807.0,bmo,180817,C,125.0,123.85,101.0,2000,4.8,Buy33%   ,Spread              ,0.96,2049,2012.0,0.96,140.0,101.0,113.0,2.1,PLCE_180718_113423_B
PLCE,180718,113423,20180807.0,bmo,180817,C,140.0,123.85,113.0,2000,0.7,Sell61%  ,Spread              ,0.14,2079,2000.0,0.96,140.0,101.0,113.0,2.1,PLCE_180718_113423_A
NXPI,180718,153331,20180731.0,amc,190118,C,120.0,106.49,113.0,751,4.5,Un0%     ,Spread              ,0.34,24277,132.0,0.34,120.0,113.0,113.0,36.9,NXPI_180718_153331_A
AAPL,180718,131422,20180731.0,amc,180921,C,210.0,190.4,110.0,895,0.86,Sell100% ,Spread              ,0.08,24476,28.0,0.08,215.0,110.0,113.0,955.8,AAPL_180718_131422_B
AAPL,180718,131422,20180731.0,amc,180921,C,215.0,190.4,113.0,895,0.48,Buy100%  ,Spread              ,0.04,6865,-1149.0,0.08,215.0,110.0,113.0,955.8,AAPL_180718_131422_A
JPM,180718,122814,20181012.0,bmo,180921,C,110.0,111.53,99.0,485,4.8,Buy11%   ,Spread              ,0.23,18694,-676.0,0.23,125.0,99.0,112.0,380.3,JPM_180718_122814_D
JPM,180718,122814,20181012.0,bmo,180921,C,115.0,111.53,103.0,485,2.16,Buy100%  ,Spread              ,0.1,17363,694.0,0.23,125.0,99.0,112.0,380.3,JPM_180718_122814_C
JPM,180718,122814,20181012.0,bmo,180921,C,120.0,111.53,108.0,485,0.78,Buy100%  ,Spread              ,0.04,15519,-461.0,0.23,125.0,99.0,112.0,380.3,JPM_180718_122814_B
JPM,180718,122814,20181012.0,bmo,180921,C,125.0,111.53,112.0,485,0.23,Sell100% ,Spread              ,0.01,7619,487.0,0.23,125.0,99.0,112.0,380.3,JPM_180718_122814_A
SNA,180718,114613,20180719.0,bmo,180720,C,170.0,158.25,107.0,1000,0.62,Sell80%  ,Spread              ,0.06,890,-1232.0,0.06,175.0,107.0,111.0,9.0,SNA_180718_114613_B
SNA,180718,114613,20180719.0,bmo,180720,C,175.0,158.25,111.0,500,0.3,Buy33%   ,Spread              ,0.02,479,-887.0,0.06,175.0,107.0,111.0,9.0,SNA_180718_114613_A
SNA,180718,114612,20180719.0,bmo,180720,C,170.0,158.25,107.0,1000,0.63,Sell70%  ,Spread              ,0.06,890,-1232.0,0.06,175.0,107.0,111.0,9.0,SNA_180718_114612_B
SNA,180718,114612,20180719.0,bmo,180720,C,175.0,158.25,111.0,500,0.3,Buy33%   ,Spread              ,0.02,479,-887.0,0.06,175.0,107.0,111.0,9.0,SNA_180718_114612_A
ILG,180718,130231,20180803.0,bmo,180921,C,32.0,34.34,93.0,6750,2.6,Buy10%   ,Spread              ,1.76,10728,0.0,1.76,38.0,93.0,111.0,4.3,ILG_180718_130231_B
ILG,180718,130231,20180803.0,bmo,180921,C,32.0,34.34,93.0,750,2.6,Buy10%   ,Spread              ,0.2,10728,0.0,0.2,38.0,93.0,111.0,4.3,ILG_180718_130231_B
ILG,180718,130231,20180803.0,bmo,180921,C,38.0,34.34,111.0,6750,0.3,Buy30%   ,Spread              ,0.2,10028,0.0,1.76,38.0,93.0,111.0,4.3,ILG_180718_130231_A
ILG,180718,130231,20180803.0,bmo,180921,C,38.0,34.34,111.0,750,0.3,Buy30%   ,Spread              ,0.02,10028,0.0,0.2,38.0,93.0,111.0,4.3,ILG_180718_130231_A
ILG,180718,121832,20180803.0,bmo,180921,C,32.0,34.34,93.0,2500,2.6,Buy10%   ,Spread              ,0.65,10728,0.0,0.65,38.0,93.0,111.0,4.3,ILG_180718_121832_B
ILG,180718,121832,20180803.0,bmo,180921,C,38.0,34.34,111.0,2500,0.2,Sell16%  ,Spread              ,0.05,10028,0.0,0.65,38.0,93.0,111.0,4.3,ILG_180718_121832_A
HYG,180718,113945,,,180817,C,95.0,85.62,111.0,10000,0.01,Sell100% ,BuyWrite            ,0.01,91500,0.0,9.85,95.0,111.0,111.0,,HYG_180718_113945_B
HYG,180718,113945,,,180817,P,95.0,85.62,111.0,10000,9.85,Buy5%    ,BuyWrite            ,9.85,91521,0.0,9.85,95.0,111.0,111.0,,HYG_180718_113945_A
HYG,180718,113111,,,180817,P,95.0,85.62,111.0,2500,9.8,Sell12%  ,BuyWrite            ,2.45,91521,0.0,2.45,95.0,111.0,111.0,,HYG_180718_113111_B
HYG,180718,113111,,,180817,C,95.0,85.62,111.0,2500,0.01,Sell33%  ,BuyWrite            ,0.0,91500,0.0,2.45,95.0,111.0,111.0,,HYG_180718_113111_A
HYG,180718,112743,,,180817,C,95.0,85.62,111.0,2500,0.01,Sell33%  ,BuyWrite            ,0.0,91500,0.0,2.45,95.0,111.0,111.0,,HYG_180718_112743_B
HYG,180718,112743,,,180817,P,95.0,85.62,111.0,2500,9.8,Sell29%  ,BuyWrite            ,2.45,91521,0.0,2.45,95.0,111.0,111.0,,HYG_180718_112743_A
HYG,180718,111734,,,180817,C,95.0,85.62,111.0,10000,0.03,Buy100%  ,BuyWrite            ,0.03,91500,0.0,9.8,95.0,111.0,111.0,,HYG_180718_111734_B
HYG,180718,111734,,,180817,P,95.0,85.62,111.0,10000,9.8,Sell29%  ,BuyWrite            ,9.8,91521,0.0,9.8,95.0,111.0,111.0,,HYG_180718_111734_A
EBAY,180718,124919,20180718.0,amc,180720,C,40.0,37.95,105.0,269,0.52,Buy100%  ,Spread              ,0.01,11492,8694.0,0.01,42.0,105.0,111.0,37.1,EBAY_180718_124919_C
EBAY,180718,124919,20180718.0,amc,180720,C,42.0,37.95,111.0,124,0.14,Sell100% ,Spread              ,0.0,4148,124.0,0.01,42.0,105.0,111.0,37.1,EBAY_180718_124919_B
EBAY,180718,124919,20180718.0,amc,180720,C,42.0,37.95,111.0,538,0.14,Sell100% ,Spread              ,0.01,4148,124.0,0.01,42.0,105.0,111.0,37.1,EBAY_180718_124919_A
BYD,180718,115506,20180726.0,amc,180817,C,40.0,37.91,106.0,6000,0.85,Un0%     ,Spread              ,0.51,6564,6125.0,0.51,42.0,106.0,111.0,4.2,BYD_180718_115506_C
BYD,180718,115506,20180726.0,amc,180817,C,42.0,37.91,111.0,3600,0.4,Un0%     ,Spread              ,0.14,17,0.0,0.51,42.0,106.0,111.0,4.2,BYD_180718_115506_B
BYD,180718,115506,20180726.0,amc,180817,C,42.0,37.91,111.0,8400,0.35,Sell100% ,Spread              ,0.29,17,0.0,0.51,42.0,106.0,111.0,4.2,BYD_180718_115506_A
WH,180718,150538,20180801.0,bmo,180817,C,60.0,59.01,102.0,3000,2.15,Buy100%  ,Spread              ,0.65,3025,3011.0,0.65,65.0,102.0,110.0,5.9,WH_180718_150538_B
WH,180718,150538,20180801.0,bmo,180817,C,65.0,59.01,110.0,3000,0.45,Sell33%  ,Spread              ,0.14,7,0.0,0.65,65.0,102.0,110.0,5.9,WH_180718_150538_A
PM,180718,104235,20180719.0,bmo,180921,P,72.5,82.15,88.0,5890,0.62,Sell50%  ,Spread              ,0.37,7940,5912.0,1.02,90.0,88.0,110.0,128.2,PM_180718_104235_C
PM,180718,104235,20180719.0,bmo,180720,P,82.0,82.15,100.0,5890,1.73,Buy33%   ,Spread              ,1.02,7115,6031.0,1.02,90.0,88.0,110.0,128.2,PM_180718_104235_B
PM,180718,104235,20180719.0,bmo,180921,C,90.0,82.15,110.0,5890,0.86,Sell100% ,Spread              ,0.51,10509,6150.0,1.02,90.0,88.0,110.0,128.2,PM_180718_104235_A
NCLH,180718,130357,20180809.0,bmo,180817,C,52.5,50.14,105.0,6000,1.0,Buy100%  ,Spread              ,0.6,6602,5434.0,0.6,55.0,105.0,110.0,11.4,NCLH_180718_130357_C
NCLH,180718,130357,20180809.0,bmo,180817,C,55.0,50.14,110.0,9000,0.35,Un0%     ,Spread              ,0.32,12798,12691.0,0.6,55.0,105.0,110.0,11.4,NCLH_180718_130357_B
NCLH,180718,130357,20180809.0,bmo,180817,C,55.0,50.14,110.0,3000,0.4,Buy100%  ,Spread              ,0.12,12798,12691.0,0.6,55.0,105.0,110.0,11.4,NCLH_180718_130357_A
F,180718,141514,20180725.0,amc,180817,P,12.0,10.87,110.0,35000,1.33,Buy100%  ,Spread              ,4.66,57065,35224.0,4.66,12.0,110.0,110.0,42.9,F_180718_141514_A
F,180718,141514,20180725.0,amc,180817,C,12.0,10.87,110.0,35000,0.04,Buy100%  ,Spread              ,0.14,54178,26833.0,0.14,12.0,110.0,110.0,42.9,F_180718_141514_A
ILG,180718,120855,20180803.0,bmo,180921,C,30.0,34.34,87.0,2000,4.6,Un0%     ,Spread              ,0.92,3109,0.0,0.92,35.0,87.0,102.0,4.3,ILG_180718_120855_B
ILG,180718,120855,20180803.0,bmo,180921,C,35.0,34.34,102.0,2000,1.1,Buy66%   ,Spread              ,0.22,2537,0.0,0.92,35.0,87.0,102.0,4.3,ILG_180718_120855_A
BAC,180718,135607,20181015.0,bmo,190118,P,22.0,30.13,73.0,431,0.13,Buy100%  ,Spread              ,0.01,132407,-662.0,0.01,30.0,73.0,100.0,307.0,BAC_180718_135607_D
BAC,180718,135607,20181015.0,bmo,190118,P,22.0,30.13,73.0,858,0.13,Buy100%  ,Spread              ,0.01,132407,-662.0,0.01,30.0,73.0,100.0,307.0,BAC_180718_135607_C
BAC,180718,135607,20181015.0,bmo,180720,P,30.0,30.13,100.0,431,0.14,Sell100% ,Spread              ,0.01,125397,27017.0,0.01,30.0,73.0,100.0,307.0,BAC_180718_135607_B
BAC,180718,135607,20181015.0,bmo,180720,P,30.0,30.13,100.0,858,0.14,Sell100% ,Spread              ,0.01,125397,27017.0,0.01,30.0,73.0,100.0,307.0,BAC_180718_135607_A
BAC,180718,135554,20181015.0,bmo,190118,P,22.0,30.13,73.0,530,0.13,Buy100%  ,Spread              ,0.01,132407,-662.0,0.01,30.0,73.0,100.0,307.0,BAC_180718_135554_B
BAC,180718,135554,20181015.0,bmo,180720,P,30.0,30.13,100.0,530,0.14,Buy100%  ,Spread              ,0.01,125397,27017.0,0.01,30.0,73.0,100.0,307.0,BAC_180718_135554_A
CAT,180718,154639,20180730.0,bmo,180817,C,120.0,141.12,85.0,100,21.2,Buy33%   ,Spread              ,0.21,38,-88.0,0.21,139.0,85.0,98.0,84.4,CAT_180718_154639_C
CAT,180718,154639,20180730.0,bmo,180727,C,135.0,141.12,96.0,200,6.2,Buy33%   ,Spread              ,0.12,45,-188.0,0.21,139.0,85.0,98.0,84.4,CAT_180718_154639_B
CAT,180718,154639,20180730.0,bmo,180720,C,139.0,141.12,98.0,300,2.2,Buy100%  ,Spread              ,0.07,918,-1178.0,0.21,139.0,85.0,98.0,84.4,CAT_180718_154639_A
BX,180718,154505,20180719.0,bmo,180720,P,32.5,36.23,90.0,682,0.03,Buy100%  ,Spread              ,0.0,261,0.0,0.01,35.5,90.0,98.0,43.1,BX_180718_154505_B
BX,180718,154505,20180719.0,bmo,180720,P,35.5,36.23,98.0,682,0.21,Buy100%  ,Spread              ,0.01,1365,1007.0,0.01,35.5,90.0,98.0,43.1,BX_180718_154505_A
XHB,180718,154225,,,180817,P,37.0,41.08,90.0,986,0.04,Sell100% ,Spread              ,0.0,102,0.0,0.03,40.0,90.0,97.0,,XHB_180718_154225_B
XHB,180718,154225,,,180817,P,40.0,41.08,97.0,986,0.29,Buy100%  ,Spread              ,0.03,3748,1581.0,0.03,40.0,90.0,97.0,,XHB_180718_154225_A
EXAS,180718,102900,20180801.0,amc,180803,P,60.0,66.74,90.0,5000,1.2,Sell60%  ,Spread              ,0.6,8,0.0,1.5,65.0,90.0,97.0,8.0,EXAS_180718_102900_B
EXAS,180718,102900,20180801.0,amc,180803,P,65.0,66.74,97.0,5000,3.0,Un0%     ,Spread              ,1.5,23,0.0,1.5,65.0,90.0,97.0,8.0,EXAS_180718_102900_A
HYG,180718,103534,,,180921,P,77.0,85.62,90.0,2500,0.09,Sell14%  ,BuyWrite            ,0.02,30482,5000.0,0.08,82.0,90.0,96.0,,HYG_180718_103534_B
HYG,180718,103534,,,180921,P,82.0,85.62,96.0,2500,0.31,Buy14%   ,BuyWrite            ,0.08,116846,5597.0,0.08,82.0,90.0,96.0,,HYG_180718_103534_A
