Stock,EventD,OptionEX,C/P,Strike,Avg_Price,Volume,OIa,OI_Change,MillionD,Buy_%,Sell_%,ER_Date,ER_A/B,Div_Date,StockV,Rank,MaxD,Huge,OView
MSFT,180718,180803,C,109.0,0.98,15620,15620,-14853,-1.455,97.33,1.82,20180719,amc,20180815.0,105.12,96.0,1.455,1---1,Up
MSFT,180718,180720,C,106.0,1.498,15383,24588,-3142,-0.471,55.44,37.17,20180719,amc,20180815.0,105.12,99.0,1.455,1---1,Up
MSFT,180718,190118,P,92.5,2.126,3024,13974,-2045,-0.435,12.63,83.76,20180719,amc,20180815.0,105.12,114.0,1.455,1---1,Up
MSFT,180718,180824,C,108.0,1.866,80,5247,-2162,-0.403,55.00,42.50,20180719,amc,20180815.0,105.12,97.0,1.455,1---1,Up
MSFT,180718,180720,C,100.0,5.465,3335,29912,-655,-0.358,30.46,46.72,20180719,amc,20180815.0,105.12,105.0,1.455,1---1,Down
MSFT,180718,200117,C,100.0,15.754,215,10253,199,0.313,54.88,40.00,20180719,amc,20180815.0,105.12,105.0,1.455,1---1,Up
MSFT,180718,180727,C,106.0,1.872,3321,2573,1683,0.315,48.54,31.56,20180719,amc,20180815.0,105.12,99.0,1.455,1---1,Up
MSFT,180718,180803,C,106.0,2.125,2236,805,1560,0.331,30.01,61.36,20180719,amc,20180815.0,105.12,99.0,1.455,1---1,Down
MSFT,180718,180921,P,105.0,3.737,1036,2542,907,0.339,26.45,50.10,20180719,amc,20180815.0,105.12,100.0,1.455,1---1,Up
MSFT,180718,180824,C,106.0,2.697,1506,239,1282,0.346,42.23,31.01,20180719,amc,20180815.0,105.12,99.0,1.455,1---1,Up
MSFT,180718,180727,C,105.0,2.35,3948,2230,1614,0.379,43.01,43.41,20180719,amc,20180815.0,105.12,100.0,1.455,1---1,Down
MSFT,180718,200117,P,92.5,6.13,853,1003,846,0.519,0.35,99.65,20180719,amc,20180815.0,105.12,114.0,1.455,1---1,Up
MSFT,180718,180817,C,105.0,2.994,5208,24389,2546,0.762,50.40,43.97,20180719,amc,20180815.0,105.12,100.0,1.455,1---1,Up
MSFT,180718,180803,C,110.0,0.733,18190,365,17760,1.301,92.71,4.58,20180719,amc,20180815.0,105.12,96.0,1.455,1---1,Up
MT,180718,180921,P,28.0,0.638,10084,655,10081,0.643,0.63,99.37,,,,30.97,111.0,1.213,1---1,Up
MT,180718,180921,C,32.0,1.188,10220,421,10208,1.213,1.68,98.25,,,,30.97,97.0,1.213,1---1,Down
MU,180718,200117,P,45.0,4.978,2359,22914,-2136,-1.063,91.44,8.27,20180924,amc,,57.45,128.0,5.733,1---1,Down
MU,180718,180720,C,50.0,7.738,1092,22235,-1355,-1.048,69.96,23.53,20180924,amc,,57.45,115.0,5.733,1---1,Up
MU,180718,180720,C,55.0,2.828,4937,42774,-2481,-0.702,55.72,30.06,20180924,amc,,57.45,104.0,5.733,1---1,Up
MU,180718,180720,P,62.5,4.794,1475,5073,-1256,-0.602,99.53,0.47,20180924,amc,,57.45,92.0,5.733,1---1,Down
MU,180718,180720,C,44.0,13.803,184,5613,-233,-0.322,70.65,28.26,20180924,amc,,57.45,131.0,5.733,1---1,Up
MU,180718,180817,C,60.0,1.815,7063,69077,1660,0.301,53.26,37.34,20180924,amc,,57.45,96.0,5.733,1---1,Up
MU,180718,190118,P,52.5,4.407,1354,17677,721,0.318,30.95,69.05,20180924,amc,,57.45,109.0,5.733,1---1,Up
MU,180718,181019,C,62.5,3.472,1361,6295,932,0.324,18.66,80.97,20180924,amc,,57.45,92.0,5.733,1---1,Down
MU,180718,180727,C,56.0,2.496,2469,2278,1327,0.331,66.50,30.70,20180924,amc,,57.45,103.0,5.733,1---1,Up
MU,180718,181019,C,57.5,5.519,1290,8003,938,0.518,33.26,40.78,20180924,amc,,57.45,100.0,5.733,1---1,Down
MU,180718,190118,C,57.5,7.905,1185,4819,755,0.597,44.47,44.89,20180924,amc,,57.45,100.0,5.733,1---1,Down
MU,180718,180817,P,62.5,5.622,1469,1827,1413,0.794,0.41,98.98,20180924,amc,,57.45,92.0,5.733,1---1,Up
MU,180718,180817,C,57.5,2.872,24522,16852,19704,5.659,7.63,91.05,20180924,amc,,57.45,100.0,5.733,1---1,Down
MU,180718,180817,P,57.5,2.468,26311,20539,23230,5.733,82.76,14.86,20180924,amc,,57.45,100.0,5.733,1---1,Down
NAV,180718,181019,C,43.0,3.25,3700,35,3700,1.203,50.00,0.00,20180904,bmo,,42.23,98.0,1.203,1---1,Up
NCLH,180718,180817,C,50.0,2.092,6138,6204,-4222,-0.883,31.05,68.07,20180809,bmo,,50.14,100.0,0.883,1---1,Down
NCLH,180718,180817,C,55.0,0.359,13089,107,12691,0.456,23.85,7.30,20180809,bmo,,50.14,91.0,0.883,1---1,Up
NCLH,180718,180817,C,52.5,0.933,6768,1168,5434,0.507,90.48,9.06,20180809,bmo,,50.14,96.0,0.883,1---1,Up
NEE,180718,180921,C,170.0,4.304,1358,4518,1249,0.538,33.36,59.43,20180725,bmo,,169.42,100.0,0.538,1---1,Down
NFLX,180718,180720,P,427.5,50.381,811,838,-709,-3.572,60.05,37.48,20181015,amc,,375.13,88.0,23.999,1---1,Down
NFLX,180718,180817,C,325.0,53.68,12,722,-502,-2.695,58.33,41.67,20181015,amc,,375.13,115.0,23.999,1---1,Up
NFLX,180718,180720,P,440.0,62.103,15,450,-417,-2.59,93.33,6.67,20181015,amc,,375.13,85.0,23.999,1---1,Down
NFLX,180718,180720,P,400.0,23.419,5411,7695,-906,-2.122,28.15,69.36,20181015,amc,,375.13,94.0,23.999,1---1,Up
NFLX,180718,180720,P,430.0,53.163,211,556,-396,-2.105,27.96,24.64,20181015,amc,,375.13,87.0,23.999,1---1,Down
NFLX,180718,180720,P,450.0,74.633,83,481,-262,-1.955,85.54,14.46,20181015,amc,,375.13,83.0,23.999,1---1,Down
NFLX,180718,180720,P,415.0,38.153,75,1156,-467,-1.782,48.00,52.00,20181015,amc,,375.13,90.0,23.999,1---1,Up
NFLX,180718,180720,P,420.0,44.003,91,741,-390,-1.716,28.57,69.23,20181015,amc,,375.13,89.0,23.999,1---1,Up
NFLX,180718,180720,P,410.0,33.484,579,1608,-450,-1.507,64.08,25.04,20181015,amc,,375.13,91.0,23.999,1---1,Down
NFLX,180718,180720,P,425.0,47.94,31,649,-293,-1.405,87.10,12.90,20181015,amc,,375.13,88.0,23.999,1---1,Down
NFLX,180718,181019,C,345.0,48.728,583,612,-281,-1.369,80.96,19.04,20181015,amc,,375.13,109.0,23.999,1---1,Up
NFLX,180718,180720,C,365.0,13.559,442,4644,-903,-1.224,44.57,52.94,20181015,amc,,375.13,103.0,23.999,1---1,Down
NFLX,180718,180720,P,392.5,15.825,1163,2113,-667,-1.056,96.73,3.10,20181015,amc,,375.13,96.0,23.999,1---1,Down
NFLX,180718,180720,P,445.0,68.478,14,214,-146,-1.0,78.57,21.43,20181015,amc,,375.13,84.0,23.999,1---1,Down
NFLX,180718,180720,P,470.0,92.104,28,186,-105,-0.967,89.29,10.71,20181015,amc,,375.13,80.0,23.999,1---1,Down
NFLX,180718,180720,P,437.5,59.0,9,187,-160,-0.944,88.89,11.11,20181015,amc,,375.13,86.0,23.999,1---1,Down
NFLX,180718,180817,C,310.0,69.584,142,250,-113,-0.786,23.94,19.72,20181015,amc,,375.13,121.0,23.999,1---1,Up
NFLX,180718,180720,P,385.0,10.494,1712,2613,-738,-0.774,46.32,52.51,20181015,amc,,375.13,97.0,23.999,1---1,Up
NFLX,180718,180817,C,320.0,58.634,133,333,-116,-0.68,84.96,11.28,20181015,amc,,375.13,117.0,23.999,1---1,Up
NFLX,180718,180720,P,435.0,58.277,11,188,-112,-0.653,27.27,72.73,20181015,amc,,375.13,86.0,23.999,1---1,Up
NFLX,180718,180720,P,390.0,14.46,2183,4321,-444,-0.642,58.86,38.43,20181015,amc,,375.13,96.0,23.999,1---1,Down
NFLX,180718,180720,P,395.0,18.666,482,2213,-247,-0.461,74.69,20.33,20181015,amc,,375.13,95.0,23.999,1---1,Down
NFLX,180718,180720,P,405.0,28.195,314,1284,-154,-0.434,21.66,78.34,20181015,amc,,375.13,93.0,23.999,1---1,Up
NFLX,180718,180720,C,360.0,18.205,1180,9380,-217,-0.395,36.78,58.56,20181015,amc,,375.13,104.0,23.999,1---1,Down
NFLX,180718,180720,C,345.0,31.49,179,1458,-119,-0.375,56.98,33.52,20181015,amc,,375.13,109.0,23.999,1---1,Up
NFLX,180718,180720,C,350.0,27.674,478,16406,-133,-0.368,28.45,67.99,20181015,amc,,375.13,107.0,23.999,1---1,Down
NFLX,180718,180720,P,475.0,96.55,12,90,-35,-0.338,100.00,0.00,20181015,amc,,375.13,79.0,23.999,1---1,Down
NFLX,180718,180720,P,407.5,31.089,166,481,-101,-0.314,83.13,10.84,20181015,amc,,375.13,92.0,23.999,1---1,Down
NFLX,180718,190118,C,410.0,29.89,128,966,101,0.302,93.75,6.25,20181015,amc,,375.13,91.0,23.999,1---1,Up
NFLX,180718,181116,C,410.0,22.822,160,24,135,0.308,53.13,46.25,20181015,amc,,375.13,91.0,23.999,1---1,Up
NFLX,180718,180727,C,367.5,15.047,278,168,206,0.31,35.25,63.31,20181015,amc,,375.13,102.0,23.999,1---1,Down
NFLX,180718,181019,C,375.0,31.881,203,56,99,0.316,26.11,68.47,20181015,amc,,375.13,100.0,23.999,1---1,Down
NFLX,180718,180921,C,370.0,26.695,251,1752,121,0.323,33.47,59.76,20181015,amc,,375.13,101.0,23.999,1---1,Down
NFLX,180718,180817,C,340.0,41.619,416,545,78,0.325,41.59,56.49,20181015,amc,,375.13,110.0,23.999,1---1,Down
NFLX,180718,180727,P,380.0,10.46,1058,2760,326,0.341,64.37,33.84,20181015,amc,,375.13,99.0,23.999,1---1,Down
NFLX,180718,180921,C,380.0,21.601,971,1997,168,0.363,44.49,52.32,20181015,amc,,375.13,99.0,23.999,1---1,Down
NFLX,180718,190118,P,340.0,21.686,33,1724,168,0.364,66.67,33.33,20181015,amc,,375.13,110.0,23.999,1---1,Down
NFLX,180718,180817,P,375.0,13.673,1168,6243,267,0.365,64.64,28.00,20181015,amc,,375.13,100.0,23.999,1---1,Down
NFLX,180718,180817,C,400.0,6.989,3863,6801,523,0.366,44.52,50.61,20181015,amc,,375.13,94.0,23.999,1---1,Down
NFLX,180718,180720,C,382.5,3.192,5054,1701,1155,0.369,57.78,37.55,20181015,amc,,375.13,98.0,23.999,1---1,Up
NFLX,180718,180720,C,370.0,9.27,3208,4378,399,0.37,51.34,45.20,20181015,amc,,375.13,101.0,23.999,1---1,Up
NFLX,180718,180921,P,375.0,19.853,359,489,198,0.393,62.12,35.10,20181015,amc,,375.13,100.0,23.999,1---1,Down
NFLX,180718,180727,P,415.0,38.68,119,174,106,0.41,86.55,9.24,20181015,amc,,375.13,90.0,23.999,1---1,Down
NFLX,180718,180720,C,375.0,5.911,5842,3222,716,0.423,46.63,46.46,20181015,amc,,375.13,100.0,23.999,1---1,Up
NFLX,180718,190621,C,420.0,43.656,104,280,99,0.432,72.12,11.54,20181015,amc,,375.13,89.0,23.999,1---1,Up
NFLX,180718,180817,P,385.0,18.891,454,651,242,0.457,79.96,19.82,20181015,amc,,375.13,97.0,23.999,1---1,Down
NFLX,180718,190118,C,380.0,42.308,216,1397,110,0.465,50.00,49.54,20181015,amc,,375.13,99.0,23.999,1---1,Up
NFLX,180718,180803,C,380.0,10.527,591,424,442,0.465,32.66,64.64,20181015,amc,,375.13,99.0,23.999,1---1,Down
NFLX,180718,180817,C,410.0,4.892,1496,3237,1059,0.518,74.67,24.67,20181015,amc,,375.13,91.0,23.999,1---1,Up
NFLX,180718,190621,P,320.0,26.233,205,873,201,0.527,51.22,48.78,20181015,amc,,375.13,117.0,23.999,1---1,Down
NFLX,180718,180720,P,375.0,4.396,9039,5177,1321,0.581,48.59,46.09,20181015,amc,,375.13,100.0,23.999,1---1,Down
NFLX,180718,190621,C,390.0,56.835,109,961,103,0.585,91.74,8.26,20181015,amc,,375.13,96.0,23.999,1---1,Up
NFLX,180718,180921,C,375.0,23.976,515,382,258,0.619,36.89,62.33,20181015,amc,,375.13,100.0,23.999,1---1,Down
NFLX,180718,181221,P,380.0,37.208,215,389,181,0.673,25.58,73.95,20181015,amc,,375.13,99.0,23.999,1---1,Up
NFLX,180718,200117,P,225.0,11.117,607,858,606,0.674,1.15,0.00,20181015,amc,,375.13,167.0,23.999,1---1,Down
NFLX,180718,180817,P,390.0,22.43,403,1696,311,0.698,82.13,15.38,20181015,amc,,375.13,96.0,23.999,1---1,Down
NFLX,180718,200117,P,320.0,37.615,194,309,194,0.73,28.35,71.65,20181015,amc,,375.13,117.0,23.999,1---1,Up
NFLX,180718,180720,P,370.0,2.582,15513,7538,2851,0.736,52.03,43.43,20181015,amc,,375.13,101.0,23.999,1---1,Down
NFLX,180718,181019,C,350.0,46.956,207,1027,165,0.775,10.63,89.37,20181015,amc,,375.13,107.0,23.999,1---1,Down
NFLX,180718,190118,C,390.0,38.819,357,1343,205,0.796,84.31,15.69,20181015,amc,,375.13,96.0,23.999,1---1,Up
NFLX,180718,180727,C,380.0,8.011,3915,1322,996,0.798,33.21,58.19,20181015,amc,,375.13,99.0,23.999,1---1,Down
NFLX,180718,181019,C,300.0,83.928,118,46,98,0.822,94.92,5.08,20181015,amc,,375.13,125.0,23.999,1---1,Up
NFLX,180718,180803,P,430.0,53.04,200,17,199,1.055,30.00,45.00,20181015,amc,,375.13,87.0,23.999,1---1,Up
NFLX,180718,180817,C,390.0,10.055,2115,2069,1079,1.085,32.86,50.02,20181015,amc,,375.13,96.0,23.999,1---1,Down
NFLX,180718,180817,P,470.0,93.748,168,186,151,1.416,79.76,20.24,20181015,amc,,375.13,80.0,23.999,1---1,Down
NFLX,180718,180720,C,380.0,3.906,30133,5049,4431,1.731,48.50,46.04,20181015,amc,,375.13,99.0,23.999,1---1,Up
NFLX,180718,180817,P,475.0,98.657,618,191,204,2.013,29.13,70.87,20181015,amc,,375.13,79.0,23.999,1---1,Up
NFLX,180718,180921,C,360.0,32.582,1536,1707,1061,3.457,64.19,35.55,20181015,amc,,375.13,104.0,23.999,1---1,Up
NFLX,180718,180817,P,370.0,11.592,5156,15957,3792,4.396,25.21,72.79,20181015,amc,,375.13,101.0,23.999,1---1,Up
NFLX,180718,180817,C,370.0,19.396,4937,18210,3739,7.252,72.09,27.30,20181015,amc,,375.13,101.0,23.999,1---1,Up
NFLX,180718,180817,C,380.0,14.291,25409,1667,15418,22.034,34.80,64.80,20181015,amc,,375.13,99.0,23.999,1---1,Down
NFLX,180718,180817,P,380.0,16.433,24937,2624,14604,23.999,73.25,26.25,20181015,amc,,375.13,99.0,23.999,1---1,Down
NKTR,180718,181116,P,40.0,4.404,912,1048,817,0.36,0.00,100.00,20180806,amc,,47.88,120.0,0.36,1---1,Up
NRG,180718,190118,C,25.0,8.52,425,1940,-402,-0.343,65.88,34.12,20180802,bmo,,32.47,130.0,0.343,1---1,Up
NTES,180718,180727,P,260.0,3.931,1158,339,792,0.311,37.65,58.81,20180808,amc,,261.62,101.0,0.311,1---1,Up
NVDA,180718,180817,C,260.0,7.698,1509,5380,429,0.33,15.04,60.11,20180816,amc,,251.7,97.0,2.355,1---1,Down
NVDA,180718,180921,C,240.0,22.599,203,4424,150,0.339,89.16,9.36,20180816,amc,,251.7,105.0,2.355,1---1,Up
NVDA,180718,180921,P,295.0,44.484,82,121,80,0.356,0.00,100.00,20180816,amc,,251.7,85.0,2.355,1---1,Up
NVDA,180718,180831,P,240.0,7.55,502,6,502,0.379,99.60,0.00,20180816,amc,,251.7,105.0,2.355,1---1,Down
NVDA,180718,181221,C,260.0,20.867,232,659,220,0.459,92.24,7.76,20180816,amc,,251.7,97.0,2.355,1---1,Up
NVDA,180718,180921,C,250.0,16.365,853,4997,436,0.714,78.31,17.23,20180816,amc,,251.7,101.0,2.355,1---1,Up
NVDA,180718,180831,P,230.0,4.994,2715,79,2484,1.24,93.08,6.92,20180816,amc,,251.7,109.0,2.355,1---1,Down
NVDA,180718,190118,C,270.0,18.146,1566,4416,1298,2.355,2.49,97.51,20180816,amc,,251.7,93.0,2.355,1---1,Down
NWL,180718,200117,P,25.0,3.407,989,2729,982,0.335,84.93,2.63,20180802,bmo,,26.86,107.0,0.335,1---1,Down
NXPI,180718,180817,P,115.0,14.85,1,21289,-551,-0.818,100.00,0.00,20180731,amc,,106.49,93.0,0.818,1---1,Down
NXPI,180718,180817,P,95.0,3.761,3917,41743,-957,-0.36,79.37,19.35,20180731,amc,,106.49,112.0,0.818,1---1,Down
NXPI,180718,180817,P,100.0,5.666,11008,38144,638,0.361,24.69,62.06,20180731,amc,,106.49,106.0,0.818,1---1,Up
NXPI,180718,180720,C,110.0,1.862,9212,25793,1963,0.366,54.62,43.93,20180731,amc,,106.49,97.0,0.818,1---1,Up
NXPI,180718,190118,P,85.0,3.581,3311,1640,1128,0.404,100.00,0.00,20180731,amc,,106.49,125.0,0.818,1---1,Down
NXPI,180718,180817,C,120.0,2.802,4563,29961,1682,0.471,72.06,25.05,20180731,amc,,106.49,89.0,0.818,1---1,Up
NXPI,180718,190118,P,100.0,8.135,866,48493,692,0.563,93.53,6.35,20180731,amc,,106.49,106.0,0.818,1---1,Down
NXPI,180718,180720,C,115.0,1.32,12878,43282,4297,0.567,69.43,29.31,20180731,amc,,106.49,93.0,0.818,1---1,Up
NXPI,180718,180817,C,115.0,4.497,2988,40030,1641,0.738,87.68,8.73,20180731,amc,,106.49,93.0,0.818,1---1,Up
OC,180718,180817,C,65.0,2.683,2098,475,1972,0.529,97.28,2.62,20180725,bmo,,65.18,100.0,0.572,1---1,Up
OC,180718,181116,C,70.0,2.8,2920,739,2042,0.572,97.50,1.34,20180725,bmo,,65.18,93.0,0.572,1---1,Up
OCN,180718,181019,C,3.5,1.004,3835,110,7235,0.726,100.00,0.00,20180726,bmo,,4.34,124.0,0.726,1---1,Up
OIH,180718,180817,P,25.0,0.514,8133,16912,7986,0.41,50.42,49.55,,,,25.79,103.0,0.41,1---1,Down
PAA,180718,190118,C,25.0,1.146,2783,7679,2700,0.309,8.01,91.09,20180806,amc,20180730.0,23.6,94.0,0.309,1---1,Down
PBR,180718,181116,C,11.0,1.502,5679,7460,5678,0.853,72.64,27.36,,,,10.73,98.0,0.853,1---1,Up
PBYI,180718,180817,C,60.0,2.144,1404,1050,1402,0.301,0.21,69.87,20180807,amc,,52.6,88.0,0.301,1---1,Down
PG,180718,180720,C,77.5,2.234,10891,6588,-6578,-1.469,35.96,53.37,20180731,bmo,20180719.0,79.72,103.0,2.903,1---1,Down
PG,180718,180720,C,75.0,4.764,4802,3035,-3004,-1.431,29.34,14.41,20180731,bmo,20180719.0,79.72,106.0,2.903,1---1,Up
PG,180718,180720,C,70.0,9.741,1050,705,-675,-0.658,60.86,39.14,20180731,bmo,20180719.0,79.72,114.0,2.903,1---1,Up
PG,180718,180720,C,77.0,2.829,3337,2201,-2141,-0.606,53.73,39.68,20180731,bmo,20180719.0,79.72,104.0,2.903,1---1,Up
PG,180718,180921,C,70.0,9.782,3049,1518,-588,-0.575,0.82,99.18,20180731,bmo,20180719.0,79.72,114.0,2.903,1---1,Down
PG,180718,190118,C,65.0,14.767,18,965,-329,-0.486,100.00,0.00,20180731,bmo,20180719.0,79.72,123.0,2.903,1---1,Up
PG,180718,180817,C,75.0,4.754,1537,1077,-968,-0.46,2.60,16.33,20180731,bmo,20180719.0,79.72,106.0,2.903,1---1,Down
PG,180718,180727,C,77.0,2.722,2095,1561,-1547,-0.421,53.70,38.66,20180731,bmo,20180719.0,79.72,104.0,2.903,1---1,Up
PG,180718,180921,C,72.5,7.425,111,1665,-555,-0.412,49.55,8.11,20180731,bmo,20180719.0,79.72,110.0,2.903,1---1,Up
PG,180718,180727,C,77.5,2.232,2134,1594,-1585,-0.354,54.87,22.54,20180731,bmo,20180719.0,79.72,103.0,2.903,1---1,Up
PG,180718,180817,C,80.0,1.21,19269,8686,18316,2.216,97.78,1.97,20180731,bmo,20180719.0,79.72,100.0,2.903,1---1,Up
PG,180718,180817,P,80.0,2.002,22620,22932,14504,2.903,20.16,78.55,20180731,bmo,20180719.0,79.72,100.0,2.903,1---1,Up
PI,180718,180720,C,15.0,8.88,1,804,-500,-0.444,0.00,100.00,20180806,amc,,24.46,163.0,0.444,1---1,Down
PLAY,180718,180817,C,50.0,1.643,3606,1204,3164,0.52,93.40,5.44,20180904,amc,,49.08,98.0,0.561,1---1,Up
PLAY,180718,181019,C,50.0,3.97,2937,1049,1412,0.561,50.80,46.71,20180904,amc,,49.08,98.0,0.561,1---1,Up
PLCE,180718,180817,C,125.0,4.923,2018,37,2012,0.991,99.50,0.50,20180807,bmo,,123.85,99.0,0.991,1---1,Up
PLNT,180718,180817,C,55.0,0.845,5323,187,5255,0.444,95.32,4.40,,,,49.04,89.0,1.641,1---1,Up
PLNT,180718,181116,C,50.0,4.279,1559,265,1051,0.45,30.47,64.53,,,,49.04,98.0,1.641,1---1,Down
PLNT,180718,180817,P,45.0,1.102,10022,356,10001,1.102,0.21,99.79,,,,49.04,109.0,1.641,1---1,Up
PLNT,180718,180817,P,50.0,3.186,5183,455,5150,1.641,97.86,0.60,,,,49.04,98.0,1.641,1---1,Down
PM,180718,180921,P,72.5,0.64,5931,2028,5912,0.378,0.29,99.36,20180719,bmo,,82.15,113.0,1.104,1---1,Up
PM,180718,180921,C,90.0,0.867,6179,4359,6150,0.533,3.37,95.76,20180719,bmo,,82.15,91.0,1.104,1---1,Down
PM,180718,180720,P,82.0,1.831,6339,1084,6031,1.104,96.80,2.74,20180719,bmo,,82.15,100.0,1.104,1---1,Down
PX,180718,181019,P,165.0,6.775,1501,26,1486,1.007,99.93,0.07,20180726,bmo,,165.03,100.0,1.007,1---1,Down
PZZA,180718,180817,P,55.0,3.55,3080,4096,-1940,-0.689,2.56,77.31,20180730,amc,,53.6,97.0,0.689,1---1,Up
QCOM,180718,180720,P,60.0,1.484,7986,11878,7843,1.164,0.05,99.94,20180725,amc,20180904.0,58.76,98.0,1.164,1---1,Up
RHT,180718,180921,C,170.0,1.628,9737,363,9599,1.563,0.32,99.66,20180924,amc,,148.48,87.0,2.422,1---1,Down
RHT,180718,180921,C,165.0,2.479,9916,604,9772,2.422,98.93,0.90,20180924,amc,,148.48,90.0,2.422,1---1,Up
ROK,180718,181019,C,175.0,6.1,500,1388,500,0.305,100.00,0.00,20180725,bmo,20180810.0,170.41,97.0,0.305,1---1,Up
ROKU,180718,180727,C,50.0,1.91,3703,1486,2692,0.514,25.17,69.03,20180808,amc,,49.5,99.0,3.422,1---1,Down
ROKU,180718,180817,C,50.0,4.152,11695,5072,7709,3.201,4.19,18.85,20180808,amc,,49.5,99.0,3.422,1---1,Down
ROKU,180718,180817,P,50.0,3.95,8724,734,8663,3.422,99.46,0.02,20180808,amc,,49.5,99.0,3.422,1---1,Down
RY,180718,181019,P,75.0,1.503,2500,458,2471,0.371,100.00,0.00,,,20180725.0,77.08,103.0,0.371,1---1,Down
SBGI,180718,181221,P,26.0,2.184,6461,8532,2355,0.514,76.78,23.22,20180808,bmo,,27.4,105.0,0.514,1---1,Down
SBUX,180718,180720,P,60.0,8.703,20006,7814,8695,7.568,0.00,100.00,20180726,amc,20180808.0,51.15,85.0,18.131,1---1,Up
SBUX,180718,180817,P,60.0,9.075,20001,219,19979,18.131,0.00,100.00,20180726,amc,20180808.0,51.15,85.0,18.131,1---1,Up
SGMS,180718,181019,C,55.0,3.475,3012,542,3000,1.043,86.32,13.68,,,,50.35,92.0,1.043,1---1,Up
SHOP,180718,180720,P,167.5,1.902,2867,97,2145,0.408,24.97,75.03,,,,170.48,102.0,0.408,1---1,Up
SKX,180718,180720,C,35.5,1.322,2608,70,2281,0.302,86.04,11.39,20180719,amc,,32.65,92.0,0.533,1---1,Up
SKX,180718,190118,P,25.0,1.07,5017,1016,4982,0.533,3.65,95.71,20180719,amc,,32.65,131.0,0.533,1---1,Up
SMH,180718,180817,C,110.0,1.282,5010,12726,4294,0.551,87.29,4.41,,,,107.12,97.0,2.361,1---1,Up
SMH,180718,180817,P,109.0,3.735,1502,445,1502,0.561,99.87,0.13,,,,107.12,98.0,2.361,1---1,Down
SMH,180718,180817,C,103.0,5.244,9506,6948,4501,2.361,52.60,47.40,,,,107.12,104.0,2.361,1---1,Up
SNAP,180718,180817,P,16.0,3.13,2805,19287,2801,0.877,99.93,0.07,20180807,amc,,13.35,83.0,0.877,1---1,Down
SPB,180718,180720,P,85.0,8.25,920,2191,-1340,-1.106,100.00,0.00,20180726,bmo,,78.86,93.0,1.106,1---1,Down
SQ,180718,190118,C,50.0,20.865,165,5792,-161,-0.336,9.09,90.91,20180731,amc,,68.29,137.0,0.336,1---1,Down
T,180718,180720,P,34.0,2.208,88,46393,-2325,-0.513,86.36,2.27,20180724,amc,,31.71,93.0,0.642,1---1,Down
T,180718,180921,P,33.0,1.609,4058,8600,3992,0.642,0.69,0.37,20180724,amc,,31.71,96.0,0.642,1---1,Down
TGTX,180718,180817,C,12.0,1.295,4360,985,3264,0.423,58.33,41.67,,,,11.45,95.0,0.423,1---1,Up
TMUS,180718,180817,C,57.5,4.013,1005,5829,997,0.4,99.50,0.50,20180720,amc,,60.52,105.0,0.4,1---1,Up
TNDM,180718,180817,P,25.0,2.804,1835,245,1442,0.404,47.30,16.62,20180730,amc,,26.14,105.0,0.404,1---1,Down
TPX,180718,180921,C,52.5,4.19,2004,4791,-1556,-0.652,0.00,100.00,20180726,bmo,,52.09,99.0,1.025,1---1,Down
TPX,180718,181221,C,55.0,5.125,2000,76,2000,1.025,100.00,0.00,20180726,bmo,,52.09,95.0,1.025,1---1,Up
TSLA,180718,190118,C,320.0,45.59,543,3516,-132,-0.602,1.47,92.82,20180801,amc,,323.85,101.0,2.575,1---1,Down
TSLA,180718,190118,P,100.0,2.495,202,28675,-1373,-0.343,1.49,98.02,20180801,amc,,323.85,324.0,2.575,1---1,Up
TSLA,180718,190118,C,420.0,13.314,330,2190,-238,-0.317,64.24,35.45,20180801,amc,,323.85,77.0,2.575,1---1,Up
TSLA,180718,180817,P,320.0,19.411,625,4493,174,0.338,80.64,18.24,20180801,amc,,323.85,101.0,2.575,1---1,Down
TSLA,180718,190621,C,450.0,21.85,225,379,155,0.339,0.00,0.00,20180801,amc,,323.85,72.0,2.575,1---1,Unknow
TSLA,180718,181019,C,330.0,27.977,169,580,139,0.389,96.45,3.55,20180801,amc,,323.85,98.0,2.575,1---1,Up
TSLA,180718,200117,P,600.0,288.001,25,210,14,0.403,4.00,96.00,20180801,amc,,323.85,54.0,2.575,1---1,Up
TSLA,180718,200117,P,200.0,29.86,769,10636,164,0.49,97.79,2.21,20180801,amc,,323.85,162.0,2.575,1---1,Down
TSLA,180718,180720,P,320.0,4.113,3889,3638,1309,0.538,33.43,64.54,20180801,amc,,323.85,101.0,2.575,1---1,Up
TSLA,180718,190118,P,270.0,25.296,510,6627,223,0.564,98.63,1.37,20180801,amc,,323.85,120.0,2.575,1---1,Down
TSLA,180718,181019,C,360.0,16.746,420,781,348,0.583,99.52,0.48,20180801,amc,,323.85,90.0,2.575,1---1,Up
TSLA,180718,190118,C,400.0,16.779,1369,9165,352,0.591,9.13,90.87,20180801,amc,,323.85,81.0,2.575,1---1,Down
TSLA,180718,190621,P,320.0,61.55,102,114,101,0.622,0.00,100.00,20180801,amc,,323.85,101.0,2.575,1---1,Up
TSLA,180718,180921,P,320.0,26.609,302,1695,265,0.705,86.75,11.92,20180801,amc,,323.85,101.0,2.575,1---1,Down
TSLA,180718,190621,P,250.0,32.439,232,773,220,0.714,0.00,100.00,20180801,amc,,323.85,130.0,2.575,1---1,Up
